date,baseline_pl,experiment_pl,baseline_trades,experiment_trades,blocked,day_type,first_trade_holds
2026-01-07,350.0,367.0,5,2,0,CHOP,0
2026-01-08,-10.0,-106.0,5,3,2,CHOP,2
2026-01-09,-54.0,-154.0,2,2,0,CHOP,0
2026-01-12,51.0,-130.0,1,1,0,CHOP,0
2026-01-13,-87.0,260.0,5,2,4,CHOP,2
2026-01-14,77.0,120.0,1,1,0,CHOP,0
2026-01-15,51.0,82.0,1,1,0,CHOP,0
2026-01-16,-50.0,58.0,3,1,0,CHOP,0
2026-01-19,-77.0,-52.0,2,1,0,CHOP,0
2026-01-20,-848.0,-641.0,4,3,0,CHOP,0
2026-01-21,60.0,106.0,1,1,0,CHOP,0
2026-01-22,-205.0,-18.0,2,1,0,CHOP,0
2026-01-23,50.0,-160.0,1,1,0,CHOP,0
2026-01-26,57.0,-116.0,1,1,0,CHOP,0
2026-01-27,-888.0,28.0,3,1,0,CHOP,0
2026-01-28,-590.0,17.0,4,1,1,CHOP,0
2026-01-29,587.0,401.0,5,2,0,CHOP,0
2026-01-30,59.0,98.0,3,1,0,CHOP,0
2026-02-02,417.0,68.0,6,1,0,CHOP,0
2026-02-03,-544.0,0.0,2,0,0,CHOP,0
2026-02-04,-680.0,-44.0,7,1,2,CHOP,2
2026-02-05,-330.0,-282.0,2,2,0,CHOP,0
2026-02-06,-165.0,117.0,9,1,4,CHOP,4
2026-02-09,-41.0,6.0,2,2,0,CHOP,0
2026-02-10,-59.0,85.0,2,1,0,CHOP,0
2026-02-11,164.0,50.0,4,1,2,CHOP,2
2026-02-12,58.0,-90.0,1,1,0,CHOP,0
2026-02-13,-94.0,90.0,6,1,0,CHOP,0
2026-02-16,-283.0,-330.0,5,2,0,CHOP,0
2026-02-17,334.0,148.0,3,2,0,CHOP,0
2026-02-18,65.0,50.0,1,1,0,CHOP,0
2026-02-19,175.0,-178.0,2,1,0,CHOP,0
2026-02-20,154.0,436.0,2,1,0,CHOP,0
2026-02-23,397.0,23.0,6,3,4,CHOP,4
2026-02-24,377.0,0.0,3,0,1,CHOP,0
2026-02-25,-42.0,77.0,2,1,0,CHOP,0
2026-02-26,58.0,105.0,1,1,0,CHOP,0
2026-02-27,169.0,0.0,1,0,1,CHOP,0
2026-03-02,102.0,141.0,1,1,0,CHOP,0
2026-03-03,349.0,161.0,3,2,0,CHOP,0
2026-03-04,401.0,82.0,4,1,3,CHOP,2
2026-03-05,-103.0,82.0,3,1,2,CHOP,2
2026-03-06,-556.0,-600.0,2,2,0,CHOP,0
2026-03-09,-155.0,74.0,2,1,0,CHOP,0
2026-03-10,70.0,-94.0,6,1,0,CHOP,0
2026-03-11,413.0,30.0,4,1,0,CHOP,0
2026-03-12,-689.0,-306.0,6,2,0,CHOP,0
2026-03-13,-259.0,-452.0,4,2,0,CHOP,0
2026-03-16,-285.0,-24.0,5,1,0,CHOP,0
2026-03-17,219.0,99.0,8,1,1,CHOP,0
2026-03-18,112.0,76.0,4,1,0,CHOP,0
2026-03-19,-623.0,-102.0,5,2,2,CHOP,2
2026-03-23,-140.0,62.0,2,1,0,CHOP,0
2026-03-24,-129.0,57.0,3,1,0,TREND,0
2026-03-25,245.0,92.0,2,1,0,CHOP,0
2026-03-26,-17.0,129.0,3,1,0,CHOP,0
2026-03-27,237.0,-102.0,3,1,0,CHOP,0
2026-03-30,-1099.0,8.0,4,1,0,CHOP,0
2026-03-31,-580.0,12.0,4,1,0,CHOP,0
2026-04-01,315.0,-218.0,3,1,0,CHOP,0
2026-04-02,-246.0,58.0,2,1,0,TREND,0
2026-04-06,60.0,103.0,1,1,0,CHOP,0
2026-04-07,-982.0,-390.0,6,1,0,CHOP,0
2026-04-08,-234.0,-382.0,4,2,2,CHOP,2
2026-04-09,61.0,-82.0,1,1,0,CHOP,0
2026-04-10,85.0,-292.0,3,1,0,CHOP,0
2026-04-13,269.0,90.0,3,1,0,CHOP,0
2026-04-14,-135.0,-140.0,2,1,0,CHOP,0
2026-04-15,246.0,132.0,2,1,0,CHOP,0
2026-04-16,52.0,102.0,1,1,0,CHOP,0
2026-04-17,186.0,38.0,3,2,2,CHOP,2
2026-04-20,86.0,0.0,2,0,0,CHOP,0
2026-04-21,279.0,68.0,4,1,0,CHOP,0
2026-04-22,-549.0,-372.0,3,2,0,CHOP,0
2026-04-23,-25.0,91.0,2,1,0,CHOP,0
2026-04-24,-90.0,-66.0,2,1,1,CHOP,0
2026-04-27,79.0,-104.0,3,1,0,CHOP,0
2026-04-28,146.0,152.0,3,3,0,CHOP,0
2026-04-29,252.0,38.0,4,1,0,CHOP,0
2026-04-30,496.0,443.0,3,2,0,CHOP,0
2026-05-01,-301.0,96.0,3,1,0,CHOP,0
2026-05-05,-59.0,-474.0,2,2,0,CHOP,0
2026-05-06,56.0,-22.0,1,1,0,CHOP,0
2026-05-07,59.0,101.0,1,1,0,CHOP,0
2026-05-08,-102.0,-126.0,3,1,0,CHOP,0
2026-05-11,-284.0,56.0,2,1,0,CHOP,0
2026-05-12,-685.0,-146.0,4,1,0,CHOP,0
2026-05-15,323.0,-272.0,2,1,0,CHOP,0
