Price,Close,High,Low,Open,Volume,Date
2026-01-16 09:30:00+00:00,49712.0,49713.0,49712.0,49713.0,11,2026-01-19
2026-01-16 09:31:00+00:00,49702.0,49710.0,49702.0,49710.0,23,2026-01-19
2026-01-16 09:32:00+00:00,49705.0,49706.0,49702.0,49702.0,27,2026-01-19
2026-01-16 09:33:00+00:00,49700.0,49706.0,49700.0,49706.0,16,2026-01-19
2026-01-16 09:34:00+00:00,49699.0,49701.0,49699.0,49701.0,5,2026-01-19
2026-01-16 09:35:00+00:00,49705.0,49705.0,49699.0,49701.0,62,2026-01-19
2026-01-16 09:36:00+00:00,49701.0,49701.0,49700.0,49701.0,7,2026-01-19
2026-01-16 09:37:00+00:00,49702.0,49702.0,49701.0,49701.0,9,2026-01-19
2026-01-16 09:38:00+00:00,49704.0,49705.0,49701.0,49702.0,15,2026-01-19
2026-01-16 09:39:00+00:00,49704.0,49704.0,49702.0,49704.0,7,2026-01-19
2026-01-16 09:40:00+00:00,49699.0,49703.0,49698.0,49703.0,17,2026-01-19
2026-01-16 09:41:00+00:00,49700.0,49701.0,49699.0,49699.0,6,2026-01-19
2026-01-16 09:42:00+00:00,49697.0,49700.0,49697.0,49700.0,3,2026-01-19
2026-01-16 09:43:00+00:00,49698.0,49698.0,49697.0,49698.0,5,2026-01-19
2026-01-16 09:44:00+00:00,49697.0,49699.0,49696.0,49699.0,8,2026-01-19
2026-01-16 09:45:00+00:00,49693.0,49694.0,49691.0,49694.0,11,2026-01-19
2026-01-16 09:46:00+00:00,49693.0,49694.0,49693.0,49694.0,5,2026-01-19
2026-01-16 09:47:00+00:00,49693.0,49693.0,49691.0,49691.0,4,2026-01-19
2026-01-16 09:48:00+00:00,49694.0,49696.0,49692.0,49693.0,14,2026-01-19
2026-01-16 09:49:00+00:00,49695.0,49697.0,49694.0,49694.0,16,2026-01-19
2026-01-16 09:50:00+00:00,49690.0,49697.0,49690.0,49697.0,3,2026-01-19
2026-01-16 09:51:00+00:00,49690.0,49692.0,49690.0,49690.0,12,2026-01-19
2026-01-16 09:52:00+00:00,49687.0,49691.0,49685.0,49690.0,19,2026-01-19
2026-01-16 09:53:00+00:00,49689.0,49689.0,49687.0,49688.0,8,2026-01-19
2026-01-16 09:54:00+00:00,49690.0,49691.0,49689.0,49691.0,8,2026-01-19
2026-01-16 09:55:00+00:00,49688.0,49689.0,49688.0,49689.0,9,2026-01-19
2026-01-16 09:56:00+00:00,49683.0,49689.0,49683.0,49688.0,36,2026-01-19
2026-01-16 09:57:00+00:00,49678.0,49684.0,49677.0,49684.0,32,2026-01-19
2026-01-16 09:58:00+00:00,49679.0,49680.0,49677.0,49677.0,38,2026-01-19
2026-01-16 09:59:00+00:00,49682.0,49683.0,49678.0,49678.0,24,2026-01-19
2026-01-16 10:00:00+00:00,49689.0,49689.0,49683.0,49684.0,16,2026-01-19
