Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-13 09:30:00-05:00,49544.0,49552.0,49453.0,49508.0,2454,0.0,0.0
2026-02-13 09:31:00-05:00,49508.0,49551.0,49465.0,49519.0,1879,0.0,0.0
2026-02-13 09:32:00-05:00,49520.0,49549.0,49406.0,49406.0,1381,0.0,0.0
2026-02-13 09:33:00-05:00,49404.0,49483.0,49390.0,49399.0,1488,0.0,0.0
2026-02-13 09:34:00-05:00,49399.0,49438.0,49397.0,49407.0,1096,0.0,0.0
2026-02-13 09:35:00-05:00,49406.0,49406.0,49326.0,49371.0,1632,0.0,0.0
2026-02-13 09:36:00-05:00,49372.0,49401.0,49354.0,49399.0,985,0.0,0.0
2026-02-13 09:37:00-05:00,49398.0,49399.0,49329.0,49335.0,648,0.0,0.0
2026-02-13 09:38:00-05:00,49336.0,49367.0,49331.0,49359.0,541,0.0,0.0
2026-02-13 09:39:00-05:00,49355.0,49375.0,49292.0,49299.0,636,0.0,0.0
2026-02-13 09:40:00-05:00,49300.0,49303.0,49232.0,49248.0,1275,0.0,0.0
2026-02-13 09:41:00-05:00,49249.0,49280.0,49218.0,49227.0,818,0.0,0.0
2026-02-13 09:42:00-05:00,49230.0,49239.0,49155.0,49227.0,1093,0.0,0.0
2026-02-13 09:43:00-05:00,49229.0,49341.0,49224.0,49338.0,976,0.0,0.0
2026-02-13 09:44:00-05:00,49336.0,49386.0,49295.0,49386.0,918,0.0,0.0
2026-02-13 09:45:00-05:00,49383.0,49485.0,49383.0,49481.0,1077,0.0,0.0
2026-02-13 09:46:00-05:00,49482.0,49504.0,49440.0,49481.0,913,0.0,0.0
2026-02-13 09:47:00-05:00,49477.0,49498.0,49427.0,49481.0,709,0.0,0.0
2026-02-13 09:48:00-05:00,49478.0,49511.0,49467.0,49475.0,667,0.0,0.0
2026-02-13 09:49:00-05:00,49475.0,49487.0,49400.0,49425.0,724,0.0,0.0
2026-02-13 09:50:00-05:00,49423.0,49434.0,49335.0,49377.0,1305,0.0,0.0
2026-02-13 09:51:00-05:00,49377.0,49447.0,49359.0,49442.0,698,0.0,0.0
2026-02-13 09:52:00-05:00,49441.0,49446.0,49359.0,49402.0,584,0.0,0.0
2026-02-13 09:53:00-05:00,49403.0,49470.0,49402.0,49412.0,448,0.0,0.0
2026-02-13 09:54:00-05:00,49413.0,49457.0,49400.0,49405.0,442,0.0,0.0
2026-02-13 09:55:00-05:00,49408.0,49516.0,49403.0,49509.0,613,0.0,0.0
2026-02-13 09:56:00-05:00,49515.0,49527.0,49387.0,49388.0,558,0.0,0.0
2026-02-13 09:57:00-05:00,49388.0,49422.0,49364.0,49374.0,466,0.0,0.0
2026-02-13 09:58:00-05:00,49379.0,49427.0,49379.0,49394.0,223,0.0,0.0
2026-02-13 09:59:00-05:00,49403.0,49408.0,49375.0,49397.0,320,0.0,0.0
2026-02-13 10:00:00-05:00,49399.0,49457.0,49395.0,49445.0,730,0.0,0.0
