date,entry_time,exit_time,direction,entry_price,exit_price,realized_pl,max_favorable_excursion,max_adverse_excursion,bars_held,day_type,entry_type,partial_tp_before,hard_stop_exit,time_bucket
2026-01-30,09:46:00,10:07:00,short,49004.0,49088.0,-168.0,29.0,-84.0,21,TREND,TREND_SHORT,False,True,10:00-10:30
2026-02-02,09:51:00,09:56:00,long,49308.0,49208.0,-200.0,0.0,-100.0,5,TREND,TREND_LONG,False,True,09:30-10:00
2026-02-04,09:48:00,09:50:00,long,49725.0,49602.0,-246.0,0.0,-123.0,2,TREND,TREND_LONG,False,True,09:30-10:00
2026-02-04,09:57:00,10:09:00,short,49481.0,49564.0,-83.0,106.0,-83.0,12,TREND,TREND_SHORT,True,True,10:00-10:30
2026-02-05,09:45:00,09:48:00,long,49430.0,49365.0,-130.0,0.0,-65.0,3,TREND,TREND_LONG,False,True,09:30-10:00
2026-02-09,09:46:00,10:04:00,short,49995.0,50074.0,-79.0,66.0,-79.0,18,TREND,TREND_SHORT,True,True,10:00-10:30
2026-02-12,10:21:00,10:22:00,short,50338.0,50402.0,-128.0,0.0,-64.0,1,TREND,TREND_SHORT,False,True,10:00-10:30
2026-02-13,10:09:00,10:14:00,long,49568.0,49479.0,-178.0,30.0,-89.0,5,TREND,TREND_LONG,False,True,10:00-10:30
2026-02-16,09:42:00,09:55:00,short,49647.0,49716.0,-138.0,15.0,-69.0,13,TREND,TREND_SHORT,False,True,09:30-10:00
2026-02-16,09:56:00,10:22:00,long,49724.0,49662.0,-124.0,7.0,-62.0,26,TREND,TREND_LONG,False,True,10:00-10:30
2026-02-19,10:24:00,10:27:00,long,49622.0,49558.0,-128.0,0.0,-64.0,3,TREND,TREND_LONG,False,True,10:00-10:30
2026-03-03,10:08:00,10:12:00,short,47786.0,47858.0,-144.0,2.0,-72.0,4,TREND,TREND_SHORT,False,True,10:00-10:30
2026-03-05,09:45:00,09:54:00,short,48350.0,48419.0,-138.0,34.0,-69.0,9,TREND,TREND_SHORT,False,True,09:30-10:00
2026-03-05,10:08:00,10:13:00,short,48268.0,48329.0,-122.0,0.0,-61.0,5,TREND,TREND_SHORT,False,True,10:00-10:30
2026-03-06,09:46:00,09:51:00,short,47044.0,47137.0,-186.0,0.0,-93.0,5,TREND,TREND_SHORT,False,True,09:30-10:00
2026-03-09,09:50:00,09:57:00,short,46810.0,46879.0,-69.0,65.0,-69.0,7,TREND,TREND_SHORT,True,True,09:30-10:00
2026-03-09,10:05:00,10:16:00,short,46702.0,46764.0,-124.0,44.0,-62.0,11,TREND,TREND_SHORT,True,True,10:00-10:30
2026-03-10,09:42:00,10:20:00,short,47628.0,47689.0,-61.0,141.0,-61.0,38,TREND,TREND_SHORT,True,True,10:00-10:30
2026-03-12,10:03:00,10:06:00,long,47020.0,46950.0,-140.0,0.0,-70.0,3,TREND,TREND_LONG,False,True,10:00-10:30
2026-03-12,10:12:00,10:17:00,long,47040.0,46965.0,-150.0,0.0,-75.0,5,TREND,TREND_LONG,False,True,10:00-10:30
2026-03-13,09:44:00,09:48:00,long,47161.0,47064.0,-194.0,0.0,-97.0,4,TREND,TREND_LONG,False,True,09:30-10:00
2026-03-16,10:10:00,10:12:00,long,47215.0,47128.0,-174.0,0.0,-87.0,2,TREND,TREND_LONG,True,True,10:00-10:30
2026-03-23,09:42:00,09:44:00,long,46767.0,46681.0,-172.0,0.0,-86.0,2,TREND,TREND_LONG,False,True,09:30-10:00
2026-03-23,09:58:00,10:04:00,long,46817.0,46735.0,-82.0,67.0,-82.0,6,TREND,TREND_LONG,True,True,10:00-10:30
2026-03-23,10:21:00,10:27:00,long,46889.0,46819.0,-140.0,28.0,-70.0,6,TREND,TREND_LONG,True,True,10:00-10:30
2026-03-25,10:07:00,10:12:00,short,46634.0,46718.0,-168.0,15.0,-84.0,5,TREND,TREND_SHORT,True,True,10:00-10:30
2026-03-27,09:56:00,10:00:00,short,45723.0,45788.0,-130.0,20.0,-65.0,4,TREND,TREND_SHORT,False,True,10:00-10:30
2026-03-31,09:49:00,10:16:00,long,46055.0,45984.0,-71.0,59.0,-71.0,27,TREND,TREND_LONG,True,True,10:00-10:30
2026-04-01,09:46:00,09:52:00,short,46757.0,46836.0,-158.0,21.0,-79.0,6,CHOP,TREND_SHORT,False,True,09:30-10:00
2026-04-06,09:59:00,10:03:00,long,46819.0,46740.0,-158.0,0.0,-79.0,4,TREND,TREND_LONG,False,True,10:00-10:30
2026-04-07,10:06:00,10:19:00,short,46471.0,46553.0,-164.0,12.0,-82.0,13,TREND,TREND_SHORT,False,True,10:00-10:30
2026-04-08,09:46:00,09:51:00,long,48255.0,48114.0,-282.0,0.0,-141.0,5,TREND,TREND_LONG,False,True,09:30-10:00
2026-04-08,09:53:00,10:00:00,short,48078.0,48143.0,-130.0,2.0,-65.0,7,TREND,TREND_SHORT,False,True,10:00-10:30
2026-04-08,10:08:00,10:25:00,long,48106.0,48031.0,-150.0,28.0,-75.0,17,TREND,CHOP_BUY,False,True,10:00-10:30
2026-04-09,09:53:00,10:15:00,long,48074.0,48005.0,-138.0,19.0,-69.0,22,TREND,TREND_LONG,False,True,10:00-10:30
2026-04-10,09:47:00,10:04:00,short,48200.0,48274.0,-148.0,11.0,-74.0,17,TREND,TREND_SHORT,False,True,10:00-10:30
2026-04-13,09:49:00,09:51:00,long,47908.0,47836.0,-144.0,24.0,-72.0,2,TREND,TREND_LONG,False,True,09:30-10:00
2026-04-13,10:00:00,10:01:00,long,47973.0,47898.0,-150.0,0.0,-75.0,1,TREND,TREND_LONG,False,True,10:00-10:30
2026-04-14,10:09:00,10:25:00,long,48673.0,48604.0,-138.0,31.0,-69.0,16,TREND,TREND_LONG,False,True,10:00-10:30
2026-04-22,09:44:00,09:46:00,short,49621.0,49696.0,-150.0,0.0,-75.0,2,TREND,TREND_SHORT,False,True,09:30-10:00
2026-04-27,09:48:00,09:50:00,short,49299.0,49391.0,-184.0,0.0,-92.0,2,TREND,TREND_SHORT,False,True,09:30-10:00
2026-04-29,09:43:00,10:09:00,short,49088.0,49152.0,-64.0,89.0,-64.0,26,TREND,TREND_SHORT,True,True,10:00-10:30
2026-05-05,09:42:00,09:50:00,short,49158.0,49222.0,-128.0,29.0,-64.0,8,TREND,TREND_SHORT,False,True,09:30-10:00
2026-05-05,10:10:00,10:14:00,long,49359.0,49288.0,-142.0,8.0,-71.0,4,TREND,TREND_LONG,False,True,10:00-10:30
2026-05-08,10:10:00,10:24:00,short,49746.0,49810.0,-128.0,0.0,-64.0,14,TREND,TREND_SHORT,False,True,10:00-10:30
2026-05-11,09:50:00,10:03:00,long,49764.0,49699.0,-130.0,39.0,-65.0,13,TREND,TREND_LONG,False,True,10:00-10:30
2026-05-11,10:12:00,10:19:00,short,49678.0,49742.0,-128.0,3.0,-64.0,7,TREND,CHOP_SELL,False,True,10:00-10:30
2026-05-12,09:44:00,09:59:00,short,49437.0,49504.0,-134.0,23.0,-67.0,15,TREND,TREND_SHORT,False,True,09:30-10:00
2026-05-15,09:43:00,09:55:00,short,49650.0,49729.0,-158.0,17.0,-79.0,12,TREND,TREND_SHORT,False,True,09:30-10:00
