Price,Close,High,Low,Open,Volume,Date
2026-01-22 09:30:00+00:00,49443.0,49448.0,49439.0,49443.0,50,2026-01-22
2026-01-22 09:31:00+00:00,49448.0,49453.0,49447.0,49448.0,23,2026-01-22
2026-01-22 09:32:00+00:00,49451.0,49451.0,49444.0,49447.0,18,2026-01-22
2026-01-22 09:33:00+00:00,49460.0,49460.0,49452.0,49453.0,22,2026-01-22
2026-01-22 09:34:00+00:00,49460.0,49463.0,49460.0,49463.0,11,2026-01-22
2026-01-22 09:35:00+00:00,49462.0,49462.0,49459.0,49462.0,11,2026-01-22
2026-01-22 09:36:00+00:00,49458.0,49463.0,49456.0,49463.0,16,2026-01-22
2026-01-22 09:37:00+00:00,49455.0,49460.0,49455.0,49458.0,11,2026-01-22
2026-01-22 09:38:00+00:00,49454.0,49456.0,49451.0,49455.0,18,2026-01-22
2026-01-22 09:39:00+00:00,49454.0,49459.0,49454.0,49456.0,9,2026-01-22
2026-01-22 09:40:00+00:00,49463.0,49464.0,49458.0,49458.0,16,2026-01-22
2026-01-22 09:41:00+00:00,49466.0,49466.0,49465.0,49466.0,11,2026-01-22
2026-01-22 09:42:00+00:00,49468.0,49469.0,49465.0,49466.0,31,2026-01-22
2026-01-22 09:43:00+00:00,49466.0,49470.0,49465.0,49470.0,14,2026-01-22
2026-01-22 09:44:00+00:00,49470.0,49470.0,49469.0,49469.0,7,2026-01-22
2026-01-22 09:45:00+00:00,49472.0,49474.0,49470.0,49471.0,22,2026-01-22
2026-01-22 09:46:00+00:00,49470.0,49472.0,49469.0,49471.0,6,2026-01-22
2026-01-22 09:47:00+00:00,49469.0,49470.0,49467.0,49469.0,7,2026-01-22
2026-01-22 09:48:00+00:00,49469.0,49470.0,49469.0,49470.0,3,2026-01-22
2026-01-22 09:49:00+00:00,49471.0,49472.0,49470.0,49470.0,7,2026-01-22
2026-01-22 09:50:00+00:00,49469.0,49470.0,49468.0,49470.0,28,2026-01-22
2026-01-22 09:51:00+00:00,49473.0,49473.0,49467.0,49471.0,24,2026-01-22
2026-01-22 09:52:00+00:00,49471.0,49474.0,49471.0,49474.0,9,2026-01-22
2026-01-22 09:53:00+00:00,49467.0,49471.0,49467.0,49471.0,16,2026-01-22
2026-01-22 09:54:00+00:00,49462.0,49466.0,49461.0,49466.0,16,2026-01-22
2026-01-22 09:55:00+00:00,49459.0,49461.0,49459.0,49460.0,15,2026-01-22
2026-01-22 09:56:00+00:00,49461.0,49462.0,49459.0,49460.0,14,2026-01-22
2026-01-22 09:57:00+00:00,49456.0,49463.0,49456.0,49462.0,17,2026-01-22
2026-01-22 09:58:00+00:00,49455.0,49458.0,49454.0,49457.0,18,2026-01-22
2026-01-22 09:59:00+00:00,49459.0,49460.0,49455.0,49458.0,23,2026-01-22
2026-01-22 10:00:00+00:00,49456.0,49465.0,49456.0,49461.0,30,2026-01-22
