Price,Close,High,Low,Open,Volume,Date
2026-01-08 09:30:00+00:00,49118.0,49118.0,49115.0,49116.0,13,2026-01-09
2026-01-08 09:31:00+00:00,49118.0,49118.0,49115.0,49116.0,8,2026-01-09
2026-01-08 09:33:00+00:00,49119.0,49119.0,49115.0,49118.0,28,2026-01-09
2026-01-08 09:34:00+00:00,49117.0,49118.0,49116.0,49118.0,12,2026-01-09
2026-01-08 09:35:00+00:00,49116.0,49118.0,49113.0,49118.0,27,2026-01-09
2026-01-08 09:36:00+00:00,49110.0,49111.0,49110.0,49111.0,35,2026-01-09
2026-01-08 09:37:00+00:00,49110.0,49111.0,49100.0,49109.0,115,2026-01-09
2026-01-08 09:38:00+00:00,49110.0,49112.0,49108.0,49109.0,25,2026-01-09
2026-01-08 09:39:00+00:00,49108.0,49112.0,49108.0,49112.0,15,2026-01-09
2026-01-08 09:40:00+00:00,49108.0,49110.0,49105.0,49108.0,23,2026-01-09
2026-01-08 09:41:00+00:00,49109.0,49110.0,49107.0,49108.0,9,2026-01-09
2026-01-08 09:42:00+00:00,49101.0,49108.0,49099.0,49106.0,12,2026-01-09
2026-01-08 09:43:00+00:00,49104.0,49107.0,49100.0,49102.0,56,2026-01-09
2026-01-08 09:44:00+00:00,49106.0,49107.0,49104.0,49104.0,18,2026-01-09
2026-01-08 09:45:00+00:00,49107.0,49108.0,49105.0,49107.0,44,2026-01-09
2026-01-08 09:46:00+00:00,49105.0,49107.0,49102.0,49107.0,28,2026-01-09
2026-01-08 09:47:00+00:00,49107.0,49108.0,49103.0,49104.0,32,2026-01-09
2026-01-08 09:48:00+00:00,49102.0,49108.0,49102.0,49108.0,22,2026-01-09
2026-01-08 09:49:00+00:00,49095.0,49106.0,49095.0,49102.0,60,2026-01-09
2026-01-08 09:50:00+00:00,49093.0,49096.0,49089.0,49094.0,85,2026-01-09
2026-01-08 09:51:00+00:00,49094.0,49095.0,49093.0,49095.0,11,2026-01-09
2026-01-08 09:52:00+00:00,49095.0,49096.0,49093.0,49094.0,14,2026-01-09
2026-01-08 09:53:00+00:00,49094.0,49095.0,49094.0,49095.0,6,2026-01-09
2026-01-08 09:54:00+00:00,49095.0,49095.0,49091.0,49091.0,20,2026-01-09
2026-01-08 09:55:00+00:00,49101.0,49102.0,49095.0,49095.0,30,2026-01-09
2026-01-08 09:56:00+00:00,49096.0,49100.0,49094.0,49100.0,8,2026-01-09
2026-01-08 09:57:00+00:00,49092.0,49097.0,49092.0,49094.0,13,2026-01-09
2026-01-08 09:58:00+00:00,49094.0,49097.0,49089.0,49093.0,32,2026-01-09
2026-01-08 09:59:00+00:00,49096.0,49097.0,49091.0,49094.0,14,2026-01-09
2026-01-08 10:00:00+00:00,49094.0,49097.0,49094.0,49096.0,19,2026-01-09
