Timestamp,High,Low,Close
2026-01-02 17:57:00-05:00,48412,48392,48394
2026-01-02 17:58:00-05:00,48400,48390,48398
2026-01-02 17:59:00-05:00,48404,48368,48375
2026-01-02 18:00:00-05:00,48396,48394,48395
2026-01-02 18:01:00-05:00,48396,48378,48385
2026-01-02 18:02:00-05:00,48394,48382,48382
2026-01-02 18:03:00-05:00,48386,48379,48382
2026-01-02 18:04:00-05:00,48407,48377,48406
2026-01-02 18:05:00-05:00,48405,48389,48390
2026-01-02 18:06:00-05:00,48387,48368,48368
2026-01-02 18:07:00-05:00,48369,48362,48369
2026-01-02 18:08:00-05:00,48375,48366,48368
2026-01-02 18:09:00-05:00,48369,48343,48347
2026-01-02 18:10:00-05:00,48365,48347,48365
2026-01-02 18:11:00-05:00,48377,48356,48361
2026-01-02 18:12:00-05:00,48368,48355,48365
2026-01-02 18:13:00-05:00,48370,48357,48357
2026-01-02 18:14:00-05:00,48357,48351,48355
2026-01-02 18:15:00-05:00,48360,48350,48358
2026-01-02 18:16:00-05:00,48354,48339,48342
2026-01-02 18:17:00-05:00,48361,48344,48352
2026-01-02 18:18:00-05:00,48376,48358,48372
2026-01-02 18:19:00-05:00,48400,48372,48399
2026-01-02 18:20:00-05:00,48406,48392,48400
2026-01-02 18:21:00-05:00,48407,48388,48389
2026-01-02 18:22:00-05:00,48431,48390,48428
2026-01-02 18:23:00-05:00,48430,48413,48416
2026-01-02 18:24:00-05:00,48418,48385,48388
2026-01-02 18:25:00-05:00,48398,48380,48390
2026-01-02 18:26:00-05:00,48395,48379,48384
2026-01-02 18:27:00-05:00,48380,48361,48372
2026-01-02 18:28:00-05:00,48386,48371,48386
2026-01-02 18:29:00-05:00,48390,48374,48386
2026-01-02 18:30:00-05:00,48389,48378,48379
2026-01-02 18:31:00-05:00,48394,48374,48381
2026-01-02 18:32:00-05:00,48389,48377,48383
2026-01-02 18:33:00-05:00,48388,48375,48379
2026-01-02 18:34:00-05:00,48384,48374,48374
2026-01-02 18:35:00-05:00,48385,48377,48381
2026-01-02 18:36:00-05:00,48387,48372,48375
2026-01-02 18:37:00-05:00,48383,48370,48379
2026-01-02 18:38:00-05:00,48382,48369,48377
2026-01-02 18:39:00-05:00,48404,48379,48404
2026-01-02 18:40:00-05:00,48405,48388,48390
2026-01-02 18:41:00-05:00,48391,48379,48379
2026-01-02 18:42:00-05:00,48384,48377,48384
2026-01-02 18:43:00-05:00,48393,48377,48387
2026-01-02 18:44:00-05:00,48394,48386,48391
2026-01-02 18:45:00-05:00,48406,48388,48405
2026-01-02 18:46:00-05:00,48416,48401,48403
2026-01-02 18:47:00-05:00,48412,48393,48412
2026-01-02 18:48:00-05:00,48411,48403,48409
2026-01-02 18:49:00-05:00,48410,48382,48383
2026-01-02 18:50:00-05:00,48386,48345,48349
