Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-01-29 09:30:00-05:00,49153.0,49240.0,49140.0,49213.0,2380,0.0,0.0
2026-01-29 09:31:00-05:00,49216.0,49231.0,49132.0,49216.0,1719,0.0,0.0
2026-01-29 09:32:00-05:00,49215.0,49239.0,49184.0,49192.0,1127,0.0,0.0
2026-01-29 09:33:00-05:00,49189.0,49189.0,49159.0,49185.0,667,0.0,0.0
2026-01-29 09:34:00-05:00,49183.0,49324.0,49182.0,49312.0,1348,0.0,0.0
2026-01-29 09:35:00-05:00,49313.0,49376.0,49295.0,49374.0,1181,0.0,0.0
2026-01-29 09:36:00-05:00,49374.0,49379.0,49325.0,49346.0,1071,0.0,0.0
2026-01-29 09:37:00-05:00,49347.0,49372.0,49345.0,49360.0,1016,0.0,0.0
2026-01-29 09:38:00-05:00,49362.0,49372.0,49344.0,49369.0,703,0.0,0.0
2026-01-29 09:39:00-05:00,49369.0,49400.0,49361.0,49395.0,1324,0.0,0.0
2026-01-29 09:40:00-05:00,49398.0,49442.0,49396.0,49413.0,1280,0.0,0.0
2026-01-29 09:41:00-05:00,49411.0,49419.0,49367.0,49407.0,730,0.0,0.0
2026-01-29 09:42:00-05:00,49410.0,49414.0,49358.0,49363.0,652,0.0,0.0
2026-01-29 09:43:00-05:00,49362.0,49378.0,49323.0,49337.0,1066,0.0,0.0
2026-01-29 09:44:00-05:00,49336.0,49341.0,49255.0,49258.0,1086,0.0,0.0
2026-01-29 09:45:00-05:00,49255.0,49256.0,49196.0,49204.0,1054,0.0,0.0
2026-01-29 09:46:00-05:00,49204.0,49210.0,49113.0,49116.0,1116,0.0,0.0
2026-01-29 09:47:00-05:00,49118.0,49119.0,49086.0,49105.0,815,0.0,0.0
2026-01-29 09:48:00-05:00,49106.0,49148.0,49091.0,49145.0,631,0.0,0.0
2026-01-29 09:49:00-05:00,49144.0,49188.0,49142.0,49176.0,580,0.0,0.0
2026-01-29 09:50:00-05:00,49173.0,49178.0,49108.0,49129.0,776,0.0,0.0
2026-01-29 09:51:00-05:00,49129.0,49160.0,49123.0,49138.0,466,0.0,0.0
2026-01-29 09:52:00-05:00,49141.0,49201.0,49130.0,49167.0,577,0.0,0.0
2026-01-29 09:53:00-05:00,49165.0,49168.0,49130.0,49152.0,525,0.0,0.0
2026-01-29 09:54:00-05:00,49153.0,49230.0,49147.0,49223.0,493,0.0,0.0
2026-01-29 09:55:00-05:00,49225.0,49252.0,49205.0,49249.0,577,0.0,0.0
2026-01-29 09:56:00-05:00,49248.0,49254.0,49217.0,49227.0,380,0.0,0.0
2026-01-29 09:57:00-05:00,49229.0,49251.0,49189.0,49190.0,443,0.0,0.0
2026-01-29 09:58:00-05:00,49191.0,49214.0,49150.0,49152.0,333,0.0,0.0
2026-01-29 09:59:00-05:00,49152.0,49152.0,49092.0,49099.0,393,0.0,0.0
2026-01-29 10:00:00-05:00,49108.0,49110.0,49023.0,49032.0,814,0.0,0.0
