Price,Close,High,Low,Open,Volume,Date
2025-12-26 09:30:00+00:00,48978.0,48980.0,48978.0,48980.0,7,2025-12-26
2025-12-26 09:31:00+00:00,48970.0,48976.0,48969.0,48976.0,19,2025-12-26
2025-12-26 09:32:00+00:00,48973.0,48973.0,48971.0,48971.0,14,2025-12-26
2025-12-26 09:33:00+00:00,48974.0,48976.0,48974.0,48976.0,3,2025-12-26
2025-12-26 09:34:00+00:00,48975.0,48977.0,48975.0,48977.0,3,2025-12-26
2025-12-26 09:35:00+00:00,48976.0,48976.0,48976.0,48976.0,2,2025-12-26
2025-12-26 09:36:00+00:00,48975.0,48977.0,48975.0,48977.0,3,2025-12-26
2025-12-26 09:37:00+00:00,48972.0,48974.0,48972.0,48974.0,3,2025-12-26
2025-12-26 09:38:00+00:00,48974.0,48974.0,48973.0,48973.0,4,2025-12-26
2025-12-26 09:39:00+00:00,48972.0,48972.0,48972.0,48972.0,1,2025-12-26
2025-12-26 09:40:00+00:00,48974.0,48974.0,48973.0,48973.0,5,2025-12-26
2025-12-26 09:41:00+00:00,48972.0,48972.0,48972.0,48972.0,1,2025-12-26
2025-12-26 09:42:00+00:00,48972.0,48973.0,48972.0,48973.0,3,2025-12-26
2025-12-26 09:43:00+00:00,48970.0,48972.0,48970.0,48971.0,7,2025-12-26
2025-12-26 09:44:00+00:00,48972.0,48972.0,48971.0,48971.0,4,2025-12-26
2025-12-26 09:45:00+00:00,48974.0,48975.0,48972.0,48972.0,8,2025-12-26
2025-12-26 09:46:00+00:00,48975.0,48975.0,48973.0,48973.0,2,2025-12-26
2025-12-26 09:49:00+00:00,48976.0,48976.0,48976.0,48976.0,2,2025-12-26
2025-12-26 09:51:00+00:00,48978.0,48978.0,48978.0,48978.0,1,2025-12-26
2025-12-26 09:52:00+00:00,48978.0,48978.0,48978.0,48978.0,3,2025-12-26
2025-12-26 09:53:00+00:00,48979.0,48980.0,48979.0,48980.0,2,2025-12-26
2025-12-26 09:54:00+00:00,48974.0,48981.0,48974.0,48981.0,14,2025-12-26
2025-12-26 09:56:00+00:00,48977.0,48977.0,48977.0,48977.0,2,2025-12-26
2025-12-26 09:57:00+00:00,48980.0,48980.0,48980.0,48980.0,1,2025-12-26
2025-12-26 09:58:00+00:00,48980.0,48980.0,48980.0,48980.0,1,2025-12-26
2025-12-26 09:59:00+00:00,48977.0,48979.0,48977.0,48979.0,4,2025-12-26
2025-12-26 10:00:00+00:00,48976.0,48976.0,48976.0,48976.0,1,2025-12-26
