Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-01-20 09:30:00-05:00,48806.0,48923.0,48804.0,48918.0,3054,0.0,0.0
2026-01-20 09:31:00-05:00,48919.0,48959.0,48880.0,48919.0,1787,0.0,0.0
2026-01-20 09:32:00-05:00,48920.0,48924.0,48829.0,48832.0,1069,0.0,0.0
2026-01-20 09:33:00-05:00,48830.0,48833.0,48783.0,48799.0,862,0.0,0.0
2026-01-20 09:34:00-05:00,48796.0,48850.0,48785.0,48844.0,937,0.0,0.0
2026-01-20 09:35:00-05:00,48846.0,48860.0,48800.0,48812.0,1104,0.0,0.0
2026-01-20 09:36:00-05:00,48807.0,48876.0,48802.0,48854.0,916,0.0,0.0
2026-01-20 09:37:00-05:00,48860.0,48893.0,48845.0,48868.0,970,0.0,0.0
2026-01-20 09:38:00-05:00,48864.0,48896.0,48862.0,48893.0,615,0.0,0.0
2026-01-20 09:39:00-05:00,48890.0,48937.0,48889.0,48922.0,655,0.0,0.0
2026-01-20 09:40:00-05:00,48923.0,48923.0,48864.0,48871.0,1289,0.0,0.0
2026-01-20 09:41:00-05:00,48874.0,48903.0,48857.0,48894.0,730,0.0,0.0
2026-01-20 09:42:00-05:00,48896.0,48918.0,48873.0,48879.0,746,0.0,0.0
2026-01-20 09:43:00-05:00,48878.0,48924.0,48850.0,48918.0,700,0.0,0.0
2026-01-20 09:44:00-05:00,48918.0,48970.0,48915.0,48966.0,651,0.0,0.0
2026-01-20 09:45:00-05:00,48965.0,48967.0,48901.0,48913.0,783,0.0,0.0
2026-01-20 09:46:00-05:00,48913.0,48916.0,48846.0,48885.0,697,0.0,0.0
2026-01-20 09:47:00-05:00,48881.0,48895.0,48857.0,48859.0,526,0.0,0.0
2026-01-20 09:48:00-05:00,48861.0,48905.0,48858.0,48899.0,614,0.0,0.0
2026-01-20 09:49:00-05:00,48896.0,48930.0,48866.0,48916.0,634,0.0,0.0
2026-01-20 09:50:00-05:00,48912.0,48964.0,48899.0,48956.0,776,0.0,0.0
2026-01-20 09:51:00-05:00,48957.0,48969.0,48937.0,48962.0,593,0.0,0.0
2026-01-20 09:52:00-05:00,48963.0,48968.0,48909.0,48912.0,465,0.0,0.0
2026-01-20 09:53:00-05:00,48910.0,48921.0,48897.0,48903.0,122,0.0,0.0
2026-01-20 09:55:00-05:00,48854.0,48867.0,48851.0,48857.0,1067,0.0,0.0
2026-01-20 09:56:00-05:00,48856.0,48882.0,48839.0,48870.0,408,0.0,0.0
2026-01-20 09:57:00-05:00,48872.0,48892.0,48861.0,48879.0,434,0.0,0.0
2026-01-20 09:58:00-05:00,48872.0,48902.0,48845.0,48866.0,366,0.0,0.0
2026-01-20 09:59:00-05:00,48869.0,48885.0,48851.0,48860.0,221,0.0,0.0
2026-01-20 10:00:00-05:00,48858.0,48863.0,48816.0,48818.0,368,0.0,0.0
