Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-24 09:30:00-05:00,48899.0,48933.0,48833.0,48864.0,2762,0.0,0.0
2026-02-24 09:31:00-05:00,48860.0,48879.0,48801.0,48871.0,2456,0.0,0.0
2026-02-24 09:32:00-05:00,48876.0,48951.0,48855.0,48946.0,2033,0.0,0.0
2026-02-24 09:33:00-05:00,48946.0,49040.0,48944.0,49003.0,1968,0.0,0.0
2026-02-24 09:34:00-05:00,49004.0,49035.0,48957.0,48970.0,1196,0.0,0.0
2026-02-24 09:35:00-05:00,48968.0,48983.0,48939.0,48967.0,1119,0.0,0.0
2026-02-24 09:36:00-05:00,48964.0,49000.0,48958.0,48994.0,1054,0.0,0.0
2026-02-24 09:37:00-05:00,48995.0,49035.0,48979.0,49031.0,1117,0.0,0.0
2026-02-24 09:38:00-05:00,49029.0,49135.0,49026.0,49122.0,1876,0.0,0.0
2026-02-24 09:39:00-05:00,49124.0,49149.0,49113.0,49119.0,1426,0.0,0.0
2026-02-24 09:40:00-05:00,49115.0,49158.0,49110.0,49153.0,1126,0.0,0.0
2026-02-24 09:41:00-05:00,49154.0,49210.0,49144.0,49203.0,1270,0.0,0.0
2026-02-24 09:42:00-05:00,49204.0,49215.0,49173.0,49202.0,891,0.0,0.0
2026-02-24 09:43:00-05:00,49201.0,49226.0,49197.0,49207.0,934,0.0,0.0
2026-02-24 09:44:00-05:00,49208.0,49249.0,49206.0,49242.0,927,0.0,0.0
2026-02-24 09:45:00-05:00,49242.0,49261.0,49198.0,49217.0,992,0.0,0.0
2026-02-24 09:46:00-05:00,49218.0,49258.0,49202.0,49239.0,864,0.0,0.0
2026-02-24 09:47:00-05:00,49240.0,49260.0,49236.0,49252.0,492,0.0,0.0
2026-02-24 09:48:00-05:00,49250.0,49311.0,49234.0,49234.0,1220,0.0,0.0
2026-02-24 09:49:00-05:00,49237.0,49271.0,49224.0,49268.0,590,0.0,0.0
2026-02-24 09:50:00-05:00,49270.0,49281.0,49249.0,49265.0,491,0.0,0.0
2026-02-24 09:51:00-05:00,49265.0,49286.0,49234.0,49266.0,571,0.0,0.0
2026-02-24 09:52:00-05:00,49264.0,49267.0,49235.0,49248.0,441,0.0,0.0
2026-02-24 09:53:00-05:00,49247.0,49247.0,49191.0,49198.0,478,0.0,0.0
2026-02-24 09:54:00-05:00,49197.0,49202.0,49161.0,49176.0,568,0.0,0.0
2026-02-24 09:55:00-05:00,49174.0,49176.0,49131.0,49140.0,532,0.0,0.0
2026-02-24 09:56:00-05:00,49136.0,49138.0,49094.0,49116.0,600,0.0,0.0
2026-02-24 09:57:00-05:00,49114.0,49132.0,49093.0,49102.0,592,0.0,0.0
2026-02-24 09:58:00-05:00,49098.0,49102.0,49071.0,49078.0,232,0.0,0.0
2026-02-24 09:59:00-05:00,49082.0,49100.0,49055.0,49097.0,230,0.0,0.0
2026-02-24 10:00:00-05:00,49091.0,49094.0,49005.0,49014.0,656,0.0,0.0
