Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-26 09:30:00-05:00,49748.0,49757.0,49662.0,49718.0,3052,0.0,0.0
2026-02-26 09:31:00-05:00,49717.0,49752.0,49688.0,49713.0,2156,0.0,0.0
2026-02-26 09:32:00-05:00,49712.0,49794.0,49702.0,49756.0,1866,0.0,0.0
2026-02-26 09:33:00-05:00,49759.0,49804.0,49723.0,49751.0,1328,0.0,0.0
2026-02-26 09:34:00-05:00,49751.0,49797.0,49748.0,49792.0,730,0.0,0.0
2026-02-26 09:35:00-05:00,49791.0,49808.0,49757.0,49794.0,1036,0.0,0.0
2026-02-26 09:36:00-05:00,49790.0,49832.0,49784.0,49819.0,771,0.0,0.0
2026-02-26 09:37:00-05:00,49818.0,49872.0,49816.0,49836.0,882,0.0,0.0
2026-02-26 09:38:00-05:00,49837.0,49845.0,49807.0,49821.0,533,0.0,0.0
2026-02-26 09:39:00-05:00,49821.0,49837.0,49801.0,49806.0,714,0.0,0.0
2026-02-26 09:40:00-05:00,49803.0,49816.0,49778.0,49782.0,723,0.0,0.0
2026-02-26 09:41:00-05:00,49781.0,49795.0,49742.0,49746.0,422,0.0,0.0
2026-02-26 09:42:00-05:00,49746.0,49750.0,49711.0,49717.0,771,0.0,0.0
2026-02-26 09:43:00-05:00,49716.0,49728.0,49691.0,49696.0,573,0.0,0.0
2026-02-26 09:44:00-05:00,49698.0,49723.0,49684.0,49704.0,488,0.0,0.0
2026-02-26 09:45:00-05:00,49703.0,49728.0,49677.0,49692.0,710,0.0,0.0
2026-02-26 09:46:00-05:00,49693.0,49709.0,49677.0,49681.0,502,0.0,0.0
2026-02-26 09:47:00-05:00,49682.0,49713.0,49677.0,49712.0,300,0.0,0.0
2026-02-26 09:48:00-05:00,49708.0,49719.0,49689.0,49711.0,393,0.0,0.0
2026-02-26 09:49:00-05:00,49713.0,49725.0,49692.0,49707.0,400,0.0,0.0
2026-02-26 09:50:00-05:00,49707.0,49734.0,49686.0,49691.0,585,0.0,0.0
2026-02-26 09:51:00-05:00,49688.0,49730.0,49676.0,49714.0,531,0.0,0.0
2026-02-26 09:52:00-05:00,49714.0,49737.0,49705.0,49730.0,376,0.0,0.0
2026-02-26 09:53:00-05:00,49731.0,49747.0,49718.0,49742.0,389,0.0,0.0
2026-02-26 09:54:00-05:00,49742.0,49747.0,49700.0,49714.0,417,0.0,0.0
2026-02-26 09:55:00-05:00,49715.0,49734.0,49708.0,49714.0,419,0.0,0.0
2026-02-26 09:56:00-05:00,49716.0,49731.0,49690.0,49691.0,389,0.0,0.0
2026-02-26 09:57:00-05:00,49692.0,49701.0,49647.0,49649.0,620,0.0,0.0
2026-02-26 09:58:00-05:00,49649.0,49675.0,49646.0,49671.0,430,0.0,0.0
2026-02-26 09:59:00-05:00,49673.0,49678.0,49652.0,49660.0,360,0.0,0.0
2026-02-26 10:00:00-05:00,49661.0,49688.0,49653.0,49654.0,506,0.0,0.0
