trial,value,best,win_pct,win_days,lose_days,total_pts,warmup_minutes,steep_angle_threshold,proximity_points,min_entry_angle,partial_tp_pts,wm_shield_distance,swing_anchor_threshold,spike_profit_pts,spike_profit_bars,avg_1000,avg_1100,avg_1200,avg_1300,avg_1400,avg_1500,avg_1600,avg_1700
154,409.4,442.0,74.8,493,166,269815.0,5,65.0,6.0,35.0,50.0,0.0,5.0,50.0,8,60.2,159.5,233.8,281.7,323.1,356.5,393.9,409.4
155,408.7,442.0,74.4,490,169,269319.0,5,65.0,5.0,35.0,50.0,0.0,5.0,50.0,8,61.1,160.2,233.6,281.4,322.2,355.6,393.1,408.7
156,406.6,442.0,74.2,489,170,267918.0,5,65.0,4.0,35.0,50.0,0.0,5.0,50.0,8,61.3,158.8,232.0,280.1,320.5,353.5,390.9,406.6
157,408.7,442.0,74.4,490,169,269319.0,5,65.0,5.0,35.0,50.0,0.0,5.0,50.0,8,61.1,160.2,233.6,281.4,322.2,355.6,393.1,408.7
158,409.4,442.0,74.5,491,168,269762.0,6,65.0,5.0,35.0,50.0,0.0,5.0,50.0,8,61.6,160.9,234.3,282.1,322.9,356.2,393.8,409.4
159,409.3,442.0,75.0,494,165,269737.0,6,65.0,6.0,35.0,50.0,0.0,5.0,50.0,8,59.9,159.4,233.7,281.6,323.0,356.4,393.8,409.3
160,397.3,442.0,75.0,494,165,261849.0,6,65.0,6.0,35.0,50.0,0.0,5.0,50.0,7,59.6,155.5,227.3,275.3,314.3,347.8,382.5,397.3
161,409.3,442.0,75.0,494,165,269737.0,6,65.0,6.0,35.0,50.0,0.0,5.0,50.0,8,59.9,159.4,233.7,281.6,323.0,356.4,393.8,409.3
162,409.3,442.0,75.0,494,165,269737.0,6,65.0,6.0,35.0,50.0,0.0,5.0,50.0,8,59.9,159.4,233.7,281.6,323.0,356.4,393.8,409.3
163,409.3,442.0,75.0,494,165,269737.0,6,65.0,6.0,35.0,50.0,0.0,5.0,50.0,8,59.9,159.4,233.7,281.6,323.0,356.4,393.8,409.3
164,409.3,442.0,75.0,494,165,269737.0,6,65.0,6.0,35.0,50.0,0.0,5.0,50.0,8,59.9,159.4,233.7,281.6,323.0,356.4,393.8,409.3
165,358.1,442.0,72.1,475,184,235973.0,6,65.0,6.0,35.0,50.0,0.0,25.0,50.0,8,60.8,146.4,208.7,250.0,292.7,323.3,352.7,358.1
166,404.3,442.0,73.7,486,173,266415.0,6,65.0,4.0,40.0,50.0,0.0,5.0,50.0,8,60.4,157.2,230.0,278.1,318.5,351.4,388.7,404.3
167,402.0,442.0,74.4,490,169,264917.0,6,62.5,5.0,35.0,50.0,0.0,5.0,50.0,8,58.2,154.8,227.9,275.5,317.8,350.6,386.7,402.0
168,397.3,442.0,75.0,494,165,261849.0,6,65.0,6.0,35.0,50.0,0.0,5.0,50.0,7,59.6,155.5,227.3,275.3,314.3,347.8,382.5,397.3
169,352.2,442.0,73.9,487,172,232083.0,6,65.0,7.0,35.0,50.0,0.0,5.0,75.0,8,52.2,132.4,195.4,239.6,275.6,304.2,338.7,352.2
170,76.5,442.0,50.1,330,329,50427.0,6,62.5,6.0,30.0,150.0,0.0,5.0,50.0,8,0.5,9.3,28.9,42.7,54.4,66.0,69.0,76.5
171,406.7,442.0,74.1,488,171,267998.0,6,65.0,5.0,40.0,50.0,0.0,5.0,50.0,8,60.3,158.9,231.8,279.7,320.4,353.8,391.1,406.7
172,409.3,442.0,75.0,494,165,269737.0,6,65.0,6.0,35.0,50.0,0.0,5.0,50.0,8,59.9,159.4,233.7,281.6,323.0,356.4,393.8,409.3
173,409.3,442.0,75.0,494,165,269737.0,6,65.0,6.0,35.0,50.0,0.0,5.0,50.0,8,59.9,159.4,233.7,281.6,323.0,356.4,393.8,409.3
174,402.2,442.0,74.8,493,166,265030.0,6,62.5,6.0,35.0,50.0,0.0,5.0,50.0,8,56.3,153.2,227.3,275.0,317.7,350.6,386.8,402.2
175,304.1,442.0,73.4,484,175,200372.0,6,65.0,7.0,30.0,50.0,0.0,5.0,200.0,8,46.9,112.0,169.1,208.8,237.4,264.6,291.8,304.1
176,394.4,442.0,74.8,493,166,259932.0,5,62.5,6.0,35.0,50.0,0.0,5.0,50.0,7,57.5,151.8,223.7,271.7,312.3,345.3,379.6,394.4
177,394.5,442.0,74.7,492,167,259980.0,5,65.0,5.0,35.0,50.0,0.0,10.0,50.0,8,59.7,150.1,216.1,263.8,306.7,345.4,381.6,394.5
178,407.9,442.0,74.7,492,167,268836.0,5,65.0,7.0,35.0,50.0,0.0,5.0,50.0,8,59.7,158.0,232.4,280.2,321.9,355.3,392.4,407.9
179,403.6,442.0,75.7,499,160,265996.0,6,62.5,6.0,30.0,50.0,0.0,5.0,50.0,8,55.9,153.7,228.0,275.9,318.9,352.4,388.3,403.6
180,384.9,442.0,74.4,490,169,253681.0,5,65.0,7.0,35.0,50.0,0.0,10.0,50.0,7,59.4,146.2,210.3,257.0,298.6,338.0,372.3,384.9
181,304.5,442.0,72.1,475,184,200685.0,5,65.0,5.0,40.0,50.0,0.0,5.0,175.0,8,47.3,112.0,169.7,208.9,237.0,264.9,292.2,304.5
182,409.3,442.0,75.0,494,165,269737.0,6,65.0,6.0,35.0,50.0,0.0,5.0,50.0,8,59.9,159.4,233.7,281.6,323.0,356.4,393.8,409.3
183,409.3,442.0,75.0,494,165,269737.0,6,65.0,6.0,35.0,50.0,0.0,5.0,50.0,8,59.9,159.4,233.7,281.6,323.0,356.4,393.8,409.3
184,402.2,442.0,74.8,493,166,265030.0,6,62.5,6.0,35.0,50.0,0.0,5.0,50.0,8,56.3,153.2,227.3,275.0,317.7,350.6,386.8,402.2
185,407.8,442.0,75.0,494,165,268758.0,6,65.0,7.0,35.0,50.0,0.0,5.0,50.0,8,59.4,157.9,232.3,280.1,321.8,355.2,392.3,407.8
186,428.5,442.0,75.3,496,163,282413.0,5,65.0,6.0,35.0,50.0,0.0,5.0,50.0,10,61.5,166.7,245.8,294.7,338.1,372.0,411.0,428.5
187,420.7,442.0,74.5,491,168,277240.0,5,62.5,7.0,35.0,50.0,0.0,5.0,50.0,10,58.3,160.4,239.3,287.6,332.5,365.6,402.8,420.7
188,420.7,442.0,74.5,491,168,277240.0,5,62.5,7.0,35.0,50.0,0.0,5.0,50.0,10,58.3,160.4,239.3,287.6,332.5,365.6,402.8,420.7
189,400.6,442.0,76.5,504,155,263978.0,5,62.5,7.0,30.0,50.0,0.0,10.0,50.0,10,54.5,147.1,215.8,264.5,311.7,349.8,386.8,400.6
190,420.7,442.0,74.5,491,168,277240.0,5,62.5,7.0,35.0,50.0,0.0,5.0,50.0,10,58.3,160.4,239.3,287.6,332.5,365.6,402.8,420.7
191,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
192,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
193,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
194,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
195,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
196,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
197,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
198,394.1,442.0,75.7,499,160,259715.0,5,60.0,7.0,40.0,50.0,0.0,10.0,50.0,10,53.4,143.8,212.0,259.3,306.6,344.4,382.2,394.1
199,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
200,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
201,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
202,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
203,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
204,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
205,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
206,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
207,417.9,442.0,74.2,489,170,275393.0,5,62.5,7.0,40.0,50.0,0.0,5.0,50.0,10,57.0,158.5,237.0,285.1,330.0,363.0,400.0,417.9
208,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
209,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
210,114.4,442.0,54.5,359,300,75407.0,5,60.0,7.0,40.0,100.0,0.0,5.0,50.0,10,6.5,22.0,47.6,66.6,82.5,95.5,105.1,114.4
211,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
212,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
213,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
214,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
215,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
216,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
217,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
218,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
219,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
220,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
221,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
222,204.4,442.0,63.7,420,239,134684.0,5,60.0,7.0,40.0,50.0,18.0,5.0,50.0,10,57.8,113.5,135.1,143.2,163.9,184.1,198.2,204.4
223,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
224,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
225,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
226,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
227,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
228,305.9,442.0,72.8,480,179,201560.0,5,60.0,7.0,40.0,50.0,0.0,5.0,150.0,10,46.6,108.9,167.6,207.3,237.9,266.7,294.4,305.9
229,116.8,442.0,54.8,361,298,76940.0,5,60.0,7.0,40.0,125.0,12.0,40.0,50.0,10,1.3,19.7,45.3,62.9,79.3,91.5,108.7,116.8
230,287.3,442.0,68.1,449,210,189298.0,5,60.0,7.0,40.0,50.0,8.0,5.0,50.0,10,57.8,131.1,172.9,190.3,222.0,249.1,276.3,287.3
231,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
232,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
233,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
234,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
235,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
236,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
237,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
238,419.0,442.0,75.0,494,165,276142.0,5,60.0,8.0,40.0,50.0,0.0,5.0,50.0,10,57.6,159.3,237.3,285.8,331.1,364.9,402.7,419.0
239,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
240,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
241,419.0,442.0,75.0,494,165,276142.0,5,60.0,8.0,40.0,50.0,0.0,5.0,50.0,10,57.6,159.3,237.3,285.8,331.1,364.9,402.7,419.0
242,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
243,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
244,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
245,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
246,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
247,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
248,419.0,442.0,75.0,494,165,276142.0,5,60.0,8.0,40.0,50.0,0.0,5.0,50.0,10,57.6,159.3,237.3,285.8,331.1,364.9,402.7,419.0
249,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
250,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
251,358.5,442.0,73.9,487,172,236279.0,5,60.0,7.0,40.0,50.0,0.0,45.0,50.0,10,56.8,147.6,208.3,248.3,288.7,321.1,350.2,358.5
252,419.0,442.0,75.0,494,165,276142.0,5,60.0,8.0,40.0,50.0,0.0,5.0,50.0,10,57.6,159.3,237.3,285.8,331.1,364.9,402.7,419.0
253,321.2,442.0,73.0,481,178,211702.0,5,60.0,7.0,40.0,50.0,0.0,5.0,125.0,10,48.0,112.4,173.5,213.3,249.5,279.8,309.9,321.2
254,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
255,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
256,419.0,442.0,75.0,494,165,276142.0,5,60.0,8.0,40.0,50.0,0.0,5.0,50.0,10,57.6,159.3,237.3,285.8,331.1,364.9,402.7,419.0
257,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
258,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
259,419.0,442.0,75.0,494,165,276142.0,5,60.0,8.0,40.0,50.0,0.0,5.0,50.0,10,57.6,159.3,237.3,285.8,331.1,364.9,402.7,419.0
260,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
261,159.4,442.0,62.5,412,247,105041.0,5,60.0,7.0,40.0,50.0,14.0,5.0,100.0,10,50.5,83.0,101.6,108.5,124.3,145.6,152.8,159.4
262,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
263,419.0,442.0,75.0,494,165,276142.0,5,60.0,8.0,40.0,50.0,0.0,5.0,50.0,10,57.6,159.3,237.3,285.8,331.1,364.9,402.7,419.0
264,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
265,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
266,412.6,442.0,74.5,491,168,271913.0,9,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,51.1,152.9,231.3,279.8,325.0,358.6,396.3,412.6
267,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
268,359.8,442.0,73.7,486,173,237134.0,5,60.0,8.0,40.0,50.0,0.0,35.0,50.0,10,56.5,146.7,207.7,247.3,288.3,321.4,351.8,359.8
269,419.3,442.0,74.7,492,167,276291.0,5,60.0,7.0,40.0,50.0,0.0,5.0,50.0,10,57.8,159.3,237.8,286.2,331.5,365.4,402.9,419.3
270,423.0,442.0,75.3,496,163,278743.0,5,60.0,6.0,40.0,50.0,0.0,5.0,50.0,10,58.9,160.9,239.7,288.2,333.6,368.1,406.7,423.0
271,423.0,442.0,75.3,496,163,278743.0,5,60.0,6.0,40.0,50.0,0.0,5.0,50.0,10,58.9,160.9,239.7,288.2,333.6,368.1,406.7,423.0
272,423.0,442.0,75.3,496,163,278743.0,5,60.0,6.0,40.0,50.0,0.0,5.0,50.0,10,58.9,160.9,239.7,288.2,333.6,368.1,406.7,423.0
273,423.0,442.0,75.3,496,163,278743.0,5,60.0,6.0,40.0,50.0,0.0,5.0,50.0,10,58.9,160.9,239.7,288.2,333.6,368.1,406.7,423.0
274,423.0,442.0,75.3,496,163,278743.0,5,60.0,6.0,40.0,50.0,0.0,5.0,50.0,10,58.9,160.9,239.7,288.2,333.6,368.1,406.7,423.0
275,423.0,442.0,75.3,496,163,278743.0,5,60.0,6.0,40.0,50.0,0.0,5.0,50.0,10,58.9,160.9,239.7,288.2,333.6,368.1,406.7,423.0
276,423.0,442.0,75.3,496,163,278743.0,5,60.0,6.0,40.0,50.0,0.0,5.0,50.0,10,58.9,160.9,239.7,288.2,333.6,368.1,406.7,423.0
277,423.0,442.0,75.3,496,163,278743.0,5,60.0,6.0,40.0,50.0,0.0,5.0,50.0,10,58.9,160.9,239.7,288.2,333.6,368.1,406.7,423.0
278,373.0,442.0,74.4,490,169,245796.0,5,62.5,6.0,40.0,50.0,0.0,30.0,50.0,10,59.4,153.2,217.8,257.7,300.2,334.6,365.3,373.0
279,366.8,442.0,73.6,485,174,241697.0,5,62.5,6.0,40.0,50.0,0.0,5.0,50.0,5,55.4,139.0,205.9,252.0,288.8,320.7,354.0,366.8
280,423.0,442.0,75.3,496,163,278743.0,5,60.0,6.0,40.0,50.0,0.0,5.0,50.0,10,58.9,160.9,239.7,288.2,333.6,368.1,406.7,423.0
281,368.3,442.0,73.9,487,172,242680.0,5,60.0,6.0,40.0,50.0,0.0,25.0,50.0,10,59.9,147.9,212.7,253.8,298.7,332.4,361.9,368.3
282,423.0,442.0,75.3,496,163,278743.0,5,60.0,6.0,40.0,50.0,0.0,5.0,50.0,10,58.9,160.9,239.7,288.2,333.6,368.1,406.7,423.0
283,421.1,442.0,74.5,491,168,277489.0,5,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,58.0,159.5,238.3,286.5,331.5,365.2,403.2,421.1
284,421.1,442.0,74.5,491,168,277489.0,5,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,58.0,159.5,238.3,286.5,331.5,365.2,403.2,421.1
285,421.1,442.0,74.5,491,168,277489.0,5,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,58.0,159.5,238.3,286.5,331.5,365.2,403.2,421.1
286,421.1,442.0,74.5,491,168,277489.0,5,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,58.0,159.5,238.3,286.5,331.5,365.2,403.2,421.1
287,421.1,442.0,74.5,491,168,277489.0,5,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,58.0,159.5,238.3,286.5,331.5,365.2,403.2,421.1
288,421.1,442.0,74.5,491,168,277489.0,5,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,58.0,159.5,238.3,286.5,331.5,365.2,403.2,421.1
289,421.1,442.0,74.5,491,168,277489.0,5,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,58.0,159.5,238.3,286.5,331.5,365.2,403.2,421.1
290,409.6,442.0,74.4,490,169,269933.0,10,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,46.1,148.2,227.0,275.2,320.2,353.6,391.8,409.6
291,421.1,442.0,74.5,491,168,277489.0,5,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,58.0,159.5,238.3,286.5,331.5,365.2,403.2,421.1
292,312.4,442.0,72.5,478,181,205872.0,5,62.5,6.0,40.0,50.0,2.0,5.0,100.0,10,49.6,115.9,175.1,209.1,242.9,271.5,299.7,312.4
293,111.8,442.0,54.2,357,302,73686.0,5,62.5,6.0,40.0,100.0,0.0,5.0,50.0,10,5.4,19.3,44.8,64.0,79.1,91.4,101.3,111.8
294,420.2,442.0,74.2,489,170,276883.0,5,62.5,5.0,40.0,50.0,0.0,5.0,50.0,10,59.3,160.4,238.3,286.4,330.8,364.4,402.4,420.2
295,421.1,442.0,74.5,491,168,277489.0,5,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,58.0,159.5,238.3,286.5,331.5,365.2,403.2,421.1
296,421.1,442.0,74.5,491,168,277489.0,5,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,58.0,159.5,238.3,286.5,331.5,365.2,403.2,421.1
297,339.8,442.0,73.0,481,178,223931.0,5,62.5,6.0,40.0,50.0,2.0,5.0,75.0,10,51.9,127.5,190.4,227.9,265.8,293.9,327.0,339.8
298,421.1,442.0,74.5,491,168,277489.0,5,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,58.0,159.5,238.3,286.5,331.5,365.2,403.2,421.1
299,421.1,442.0,74.5,491,168,277489.0,5,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,58.0,159.5,238.3,286.5,331.5,365.2,403.2,421.1
300,401.6,442.0,73.6,485,174,264624.0,12,62.5,6.0,40.0,50.0,0.0,5.0,50.0,10,37.4,140.7,219.5,267.9,313.1,346.1,383.7,401.6
