Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-20 09:30:00-05:00,49322.0,49355.0,49227.0,49239.0,4090,0.0,0.0
2026-02-20 09:31:00-05:00,49237.0,49303.0,49234.0,49274.0,2225,0.0,0.0
2026-02-20 09:32:00-05:00,49275.0,49340.0,49250.0,49274.0,1531,0.0,0.0
2026-02-20 09:33:00-05:00,49275.0,49305.0,49260.0,49260.0,687,0.0,0.0
2026-02-20 09:34:00-05:00,49259.0,49295.0,49242.0,49274.0,727,0.0,0.0
2026-02-20 09:35:00-05:00,49272.0,49326.0,49248.0,49291.0,799,0.0,0.0
2026-02-20 09:36:00-05:00,49292.0,49304.0,49272.0,49283.0,830,0.0,0.0
2026-02-20 09:37:00-05:00,49283.0,49309.0,49254.0,49264.0,836,0.0,0.0
2026-02-20 09:38:00-05:00,49265.0,49337.0,49261.0,49309.0,596,0.0,0.0
2026-02-20 09:39:00-05:00,49312.0,49320.0,49268.0,49295.0,413,0.0,0.0
2026-02-20 09:40:00-05:00,49298.0,49304.0,49235.0,49238.0,580,0.0,0.0
2026-02-20 09:41:00-05:00,49237.0,49239.0,49206.0,49219.0,796,0.0,0.0
2026-02-20 09:42:00-05:00,49218.0,49319.0,49204.0,49309.0,928,0.0,0.0
2026-02-20 09:43:00-05:00,49309.0,49313.0,49277.0,49285.0,448,0.0,0.0
2026-02-20 09:44:00-05:00,49286.0,49303.0,49286.0,49295.0,142,0.0,0.0
2026-02-20 09:45:00-05:00,49296.0,49300.0,49258.0,49272.0,146,0.0,0.0
2026-02-20 09:46:00-05:00,49275.0,49295.0,49259.0,49279.0,260,0.0,0.0
2026-02-20 09:47:00-05:00,49281.0,49313.0,49269.0,49285.0,406,0.0,0.0
2026-02-20 09:48:00-05:00,49287.0,49297.0,49242.0,49247.0,365,0.0,0.0
2026-02-20 09:49:00-05:00,49242.0,49258.0,49236.0,49245.0,336,0.0,0.0
2026-02-20 09:50:00-05:00,49245.0,49273.0,49235.0,49272.0,430,0.0,0.0
2026-02-20 09:51:00-05:00,49270.0,49286.0,49242.0,49252.0,308,0.0,0.0
2026-02-20 09:52:00-05:00,49253.0,49296.0,49253.0,49279.0,449,0.0,0.0
2026-02-20 09:53:00-05:00,49276.0,49335.0,49269.0,49321.0,618,0.0,0.0
2026-02-20 09:54:00-05:00,49321.0,49321.0,49280.0,49313.0,445,0.0,0.0
2026-02-20 09:55:00-05:00,49315.0,49334.0,49292.0,49331.0,384,0.0,0.0
2026-02-20 09:56:00-05:00,49334.0,49353.0,49324.0,49331.0,346,0.0,0.0
2026-02-20 09:57:00-05:00,49332.0,49348.0,49305.0,49345.0,221,0.0,0.0
2026-02-20 09:58:00-05:00,49344.0,49361.0,49334.0,49360.0,242,0.0,0.0
2026-02-20 09:59:00-05:00,49355.0,49412.0,49344.0,49406.0,460,0.0,0.0
2026-02-20 10:00:00-05:00,49416.0,49444.0,49388.0,49437.0,433,0.0,0.0
