Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-23 09:30:00-05:00,49510.0,49649.0,49494.0,49644.0,3640,0.0,0.0
2026-02-23 09:31:00-05:00,49645.0,49765.0,49645.0,49724.0,2607,0.0,0.0
2026-02-23 09:32:00-05:00,49723.0,49742.0,49664.0,49677.0,1620,0.0,0.0
2026-02-23 09:33:00-05:00,49679.0,49725.0,49662.0,49715.0,697,0.0,0.0
2026-02-23 09:34:00-05:00,49713.0,49727.0,49676.0,49713.0,649,0.0,0.0
2026-02-23 09:35:00-05:00,49715.0,49717.0,49673.0,49677.0,645,0.0,0.0
2026-02-23 09:36:00-05:00,49676.0,49695.0,49651.0,49662.0,542,0.0,0.0
2026-02-23 09:37:00-05:00,49661.0,49708.0,49656.0,49702.0,452,0.0,0.0
2026-02-23 09:38:00-05:00,49702.0,49733.0,49681.0,49700.0,383,0.0,0.0
2026-02-23 09:39:00-05:00,49704.0,49705.0,49665.0,49669.0,309,0.0,0.0
2026-02-23 09:40:00-05:00,49665.0,49669.0,49619.0,49622.0,489,0.0,0.0
2026-02-23 09:41:00-05:00,49622.0,49644.0,49573.0,49582.0,606,0.0,0.0
2026-02-23 09:42:00-05:00,49584.0,49588.0,49533.0,49544.0,686,0.0,0.0
2026-02-23 09:43:00-05:00,49544.0,49553.0,49508.0,49553.0,609,0.0,0.0
2026-02-23 09:44:00-05:00,49558.0,49583.0,49542.0,49547.0,332,0.0,0.0
2026-02-23 09:45:00-05:00,49546.0,49566.0,49521.0,49526.0,346,0.0,0.0
2026-02-23 09:46:00-05:00,49520.0,49529.0,49476.0,49498.0,610,0.0,0.0
2026-02-23 09:47:00-05:00,49499.0,49513.0,49473.0,49475.0,421,0.0,0.0
2026-02-23 09:48:00-05:00,49475.0,49477.0,49403.0,49412.0,839,0.0,0.0
2026-02-23 09:49:00-05:00,49414.0,49426.0,49370.0,49380.0,794,0.0,0.0
2026-02-23 09:50:00-05:00,49378.0,49448.0,49378.0,49435.0,646,0.0,0.0
2026-02-23 09:51:00-05:00,49437.0,49446.0,49380.0,49389.0,664,0.0,0.0
2026-02-23 09:52:00-05:00,49389.0,49399.0,49358.0,49381.0,660,0.0,0.0
2026-02-23 09:53:00-05:00,49383.0,49400.0,49332.0,49338.0,848,0.0,0.0
2026-02-23 09:54:00-05:00,49337.0,49347.0,49316.0,49341.0,962,0.0,0.0
2026-02-23 09:55:00-05:00,49338.0,49356.0,49317.0,49319.0,638,0.0,0.0
2026-02-23 09:56:00-05:00,49319.0,49337.0,49290.0,49298.0,669,0.0,0.0
2026-02-23 09:57:00-05:00,49301.0,49331.0,49279.0,49283.0,588,0.0,0.0
2026-02-23 09:58:00-05:00,49283.0,49290.0,49261.0,49274.0,311,0.0,0.0
2026-02-23 09:59:00-05:00,49276.0,49284.0,49262.0,49277.0,214,0.0,0.0
2026-02-23 10:00:00-05:00,49276.0,49276.0,49234.0,49260.0,568,0.0,0.0
