date,outcome,entry_time,exit_time,entry_type,exit_type,direction,entry_price,exit_price,realized_pl,bars_held,bars_since_open,slope_purple,slope_blue,line_spacing,support_resistance_dist,new_highs_10bar,new_lows_10bar,atr_14,avg_bar_size,velocity_5bar,mfe,mae,confidence_at_entry,entry_hour
2024-09-06,FALSE_TREND,11:45:00,13:10:00,TREND_SHORT,EXIT_FLAT,short,40420.0,40490.0,-140.0,85,135,2.0453717018658426,-1.2003401871565937,118.54446042238851,662.9015734832647,0,6,33.57142857142857,33.46666666666667,-42.0,49.0,-70.0,0.0,11
2024-09-09,TRUE_TREND,09:54:00,10:10:00,TREND_LONG,PARTIAL_TP,long,40749.0,40832.0,83.0,16,24,-2.33399658203125,3.499630347230381,83.00938280148694,172.9896903587287,5,1,37.42857142857143,37.0,35.0,83.0,-45.0,0.0,9
2024-09-10,TRUE_TREND,09:57:00,10:06:00,TREND_SHORT,PARTIAL_TP,short,40771.0,40706.0,65.0,9,27,-2.610801244441699,0.4284449986049106,75.67038506669633,217.9853453711621,0,3,29.428571428571427,28.933333333333334,-51.0,65.0,-21.0,0.0,9
2024-09-10,TRUE_TREND,11:50:00,11:59:00,TREND_SHORT,PARTIAL_TP,short,40591.0,40529.0,62.0,9,140,1.423742197495552,-0.3016823871730713,185.4521094437805,402.92401286379754,3,3,28.428571428571427,29.0,-71.0,62.0,-2.0,0.0,11
2024-09-11,TRUE_TREND,09:51:00,10:00:00,TREND_SHORT,PARTIAL_TP,short,40307.0,40244.0,63.0,9,21,-17.74871247944079,1.5,14.722962068255583,378.9804167492257,1,5,38.42857142857143,38.333333333333336,-27.0,63.0,-33.0,0.0,9
2024-09-11,TRUE_TREND,14:37:00,14:40:00,TREND_LONG,PARTIAL_TP,long,40744.0,40794.0,50.0,3,307,-2.999755859375,1.033946385482015,84.3550186758439,712.7696621136347,5,0,20.214285714285715,19.4,34.0,50.0,0.0,0.0,14
2024-09-11,FALSE_TREND,15:25:00,15:43:00,TREND_LONG,EXIT_FLAT,long,40854.0,40783.0,-142.0,18,355,2.1500550819735222,5.428110758463541,36.42488606771076,828.724900107256,3,1,19.071428571428573,18.733333333333334,29.0,8.0,-71.0,0.0,15
2024-09-11,TRUE_TREND,15:54:00,15:57:00,TREND_LONG,PARTIAL_TP,long,40875.0,40925.0,50.0,3,384,-0.4287707664278656,-0.8075709408524478,109.31623721079086,844.6978563396988,5,0,28.285714285714285,27.933333333333334,33.0,50.0,0.0,0.0,15
2024-09-12,FALSE_TREND,15:59:00,16:00:00,TREND_LONG,SESSION_EXIT,long,41152.0,41144.0,-16.0,1,389,-0.6921814635559753,0.93358612254672,167.44972978936858,458.82592342223506,4,1,21.714285714285715,21.466666666666665,32.0,0.0,-8.0,0.0,15
2024-09-13,FALSE_TREND,09:58:00,10:03:00,TREND_LONG,EARLY_HARD_STOP,long,41376.0,41328.0,-96.0,5,28,-0.25,7.7038960067085585,23.737663892665296,206.98799489413796,2,0,27.857142857142858,28.2,56.0,0.0,-48.0,0.0,9
2024-09-13,TRUE_TREND,10:23:00,10:43:00,TREND_LONG,PARTIAL_TP,long,41407.0,41482.0,75.0,20,53,1.836265980113636,4.499722567471592,41.823109019882395,238.97727600341022,4,0,25.0,24.8,27.0,75.0,-50.0,0.0,10
2024-09-16,FALSE_TREND,09:52:00,10:03:00,TREND_LONG,EXIT_FLAT,long,41757.0,41694.0,-126.0,11,22,-1.5551877741228068,2.5623969780219786,122.06322115384683,189.99286123400816,3,3,32.285714285714285,31.6,100.0,15.0,-63.0,0.0,9
2024-09-16,TRUE_TREND,10:30:00,11:28:00,TREND_SHORT,PARTIAL_TP,short,41565.0,41505.0,60.0,58,60,-3.286126444524882,-3.8398065376825143,1.0019514462619554,222.98831839281047,0,6,23.0,21.8,-77.0,60.0,-47.0,0.0,10
2024-09-17,FALSE_TREND,09:55:00,10:06:00,TREND_SHORT,EXIT_FLAT,short,41706.0,41766.0,-120.0,11,25,-3.999731983857996,-2.0004690069901314,33.00268016142218,123.99121052835835,0,7,27.285714285714285,27.0,-13.0,16.0,-60.0,0.0,9
2024-09-17,TRUE_TREND,10:12:00,10:28:00,TREND_LONG,CHOP_TP,long,41827.0,41845.0,36.0,16,42,0.43743211062834225,14.349016462053573,4.210040763464349,158.99480621825933,8,0,23.571428571428573,22.266666666666666,33.0,43.0,-23.0,0.0,10
2024-09-17,TRUE_TREND,12:42:00,12:47:00,TREND_SHORT,PARTIAL_TP,short,41651.0,41570.0,81.0,5,192,-2.666338752297794,0.33324766995614047,26.337596220131672,220.94486599889933,3,4,13.857142857142858,13.066666666666666,-17.0,81.0,0.0,0.0,12
2024-09-18,FALSE_TREND,09:55:00,10:06:00,TREND_SHORT,EXIT_FLAT,short,41520.0,41581.0,-122.0,11,25,-8.666528690222536,-3.0,16.33471309777815,159.98548077529267,0,6,24.0,22.133333333333333,-34.0,0.0,-61.0,0.0,9
2024-09-18,FALSE_TREND,13:32:00,13:53:00,TREND_LONG,EXIT_FLAT,long,41691.0,41624.0,-134.0,21,242,-1.0,0.6724609308505616,222.5214837765525,188.89662328752456,6,2,10.5,7.266666666666667,33.0,22.0,-67.0,0.0,13
2024-09-18,FALSE_TREND,14:00:00,14:03:00,TREND_LONG,EARLY_HARD_STOP,long,41922.0,41838.0,-168.0,3,270,-3.461650158110119,-2.263375779325739,87.0590949799298,436.88036182594806,2,4,44.07142857142857,38.733333333333334,296.0,0.0,-84.0,0.0,14
2024-09-18,FALSE_TREND,15:45:00,16:00:00,TREND_SHORT,SESSION_EXIT,short,41526.0,41532.0,-12.0,15,375,2.7330101933706112,-1.185231963453698,210.97931757967308,536.9396001186687,2,6,49.57142857142857,44.53333333333333,-84.0,48.0,-31.0,0.0,15
2024-09-19,FALSE_TREND,11:08:00,11:11:00,TREND_SHORT,EARLY_HARD_STOP,short,41853.0,41920.0,-134.0,3,98,-0.010959156627844888,-1.03233089751608,142.9917298809596,285.96294775105343,2,4,23.214285714285715,21.4,-79.0,0.0,-67.0,0.0,11
2024-09-23,FALSE_TREND,09:58:00,10:02:00,TREND_SHORT,EARLY_HARD_STOP,short,42404.0,42454.0,-100.0,4,28,-5.749966490502451,2.25,22.250435623471276,159.99461619352223,0,3,31.928571428571427,30.933333333333334,-25.0,4.0,-50.0,0.0,9
2024-09-24,FALSE_TREND,10:00:00,10:10:00,TREND_SHORT,EXIT_FLAT,short,42491.0,42553.0,-124.0,10,30,-1.2001991877480158,-0.16673499065896735,51.89720558729459,121.99236038717936,0,3,26.285714285714285,26.466666666666665,-27.0,18.0,-62.0,0.0,10
2024-09-24,FALSE_TREND,10:57:00,11:38:00,TREND_LONG,EXIT_FLAT,long,42608.0,42546.0,-124.0,41,87,-0.04772077049388071,3.262874249486726,73.75105973175232,173.98526639564807,6,1,19.142857142857142,18.8,47.0,38.0,-62.0,0.0,10
2024-09-25,TRUE_TREND,09:50:00,10:20:00,TREND_SHORT,PARTIAL_TP,short,42493.0,42428.0,65.0,30,20,-6.461377910539215,0.39948032924107135,40.15657552083576,195.9905020514998,2,3,33.142857142857146,32.266666666666666,-66.0,65.0,-32.0,0.0,9
2024-09-25,TRUE_TREND,12:42:00,13:34:00,TREND_SHORT,PARTIAL_TP,short,42297.0,42234.0,63.0,52,192,-1.210729406869995,-7.2813870613697585e-06,29.547671342021204,388.90452114783693,1,5,12.785714285714286,12.533333333333333,-27.0,63.0,-47.0,0.0,12
2024-09-26,FALSE_TREND,10:08:00,10:38:00,TREND_SHORT,EXIT_FLAT,short,42457.0,42520.0,-126.0,30,38,-14.284322102864584,-1.2776792055600648,19.272802522995335,124.99817583662661,1,3,27.857142857142858,27.4,-38.0,41.0,-63.0,0.0,10
2024-09-27,TRUE_TREND,10:00:00,10:15:00,TREND_LONG,PARTIAL_TP,long,42758.0,42818.0,60.0,15,30,-0.5241389045736873,3.0798715876436784,64.61076936673635,174.98664037930575,7,1,27.571428571428573,27.4,86.0,60.0,-30.0,0.0,10
2024-09-27,TRUE_TREND,11:04:00,11:11:00,TREND_LONG,PARTIAL_TP,long,42932.0,42982.0,50.0,7,94,9.0,3.4443473676185468,34.56176847241295,346.9581398501905,8,0,15.642857142857142,15.6,28.0,50.0,0.0,0.0,11
2024-09-27,FALSE_TREND,11:24:00,11:53:00,TREND_LONG,EXIT_FLAT,long,42995.0,42935.0,-120.0,29,114,-4.0,3.444129971707009,23.6930823766088,408.949233411513,5,0,16.5,16.4,29.0,10.0,-60.0,0.0,11
2024-09-30,FALSE_TREND,10:42:00,11:25:00,TREND_LONG,EXIT_FLAT,long,42614.0,42538.0,-152.0,43,72,2.000196580762987,3.187582131410257,38.25236164226226,211.97537383271992,5,0,17.071428571428573,17.666666666666668,20.0,24.0,-76.0,0.0,10
2024-09-30,TRUE_TREND,14:17:00,14:20:00,TREND_SHORT,PARTIAL_TP,short,42406.0,42347.0,59.0,3,287,-3.5003531836709487,-0.4999036745727603,20.985872194170952,263.90514373408223,0,5,20.0,18.666666666666668,-60.0,59.0,0.0,0.0,14
2024-10-01,FALSE_TREND,10:09:00,10:36:00,TREND_SHORT,EXIT_FLAT,short,42313.0,42376.0,-126.0,27,39,-7.598983487215909,-4.250279405381944,50.60914861505444,291.9830885399351,1,4,42.714285714285715,42.53333333333333,-119.0,35.0,-63.0,0.0,10
2024-10-01,TRUE_TREND,14:15:00,14:44:00,TREND_LONG,CHOP_TP,long,42618.0,42633.0,30.0,29,285,0.25995004948762357,0.08427403598302034,219.7116928561809,378.89462852790166,4,1,20.0,19.6,46.0,29.0,-7.0,0.0,14
2024-10-02,TRUE_TREND,10:44:00,11:30:00,TREND_LONG,PARTIAL_TP,long,42515.0,42570.0,55.0,46,74,0.5501784693488676,-0.6361405970140459,127.35895253729541,237.97708110664826,3,3,26.428571428571427,26.2,33.0,55.0,-49.0,0.0,10
2024-10-03,FALSE_TREND,10:10:00,10:13:00,TREND_LONG,EARLY_HARD_STOP,long,42419.0,42334.0,-170.0,3,40,9.857956406492626,18.2217987985322,150.2179879853211,282.9937420924107,7,0,39.785714285714285,38.8,48.0,13.0,-85.0,0.0,10
2024-10-04,FALSE_TREND,15:40:00,16:00:00,TREND_LONG,SESSION_EXIT,long,42642.0,42640.0,-4.0,20,370,0.5834268318162031,0.4584438980843817,21.35363419035275,381.8700872399131,4,1,16.714285714285715,16.133333333333333,32.0,20.0,-22.0,0.0,15
2024-10-07,FALSE_TREND,09:56:00,10:31:00,TREND_LONG,EXIT_FLAT,long,42559.0,42497.0,-124.0,35,26,-1.4285423642113095,2.4613057753619025,50.157801818844746,137.98788568428427,3,1,33.857142857142854,33.86666666666667,61.0,27.0,-62.0,0.0,9
2024-10-07,TRUE_TREND,14:04:00,14:32:00,TREND_SHORT,PARTIAL_TP,short,42298.0,42240.0,58.0,28,274,-0.8716600356562004,-9.0,95.66273425934924,301.88491433915624,0,6,15.857142857142858,16.533333333333335,-46.0,58.0,-26.0,0.0,14
2024-10-08,TRUE_TREND,14:37:00,15:42:00,TREND_LONG,PARTIAL_TP,long,42375.0,42427.0,52.0,65,307,0.17951085203685674,0.32985057579696864,77.12450986600015,231.91321606653946,7,1,11.428571428571429,10.866666666666667,47.0,52.0,-20.0,0.0,14
2024-10-09,FALSE_TREND,10:10:00,10:14:00,TREND_LONG,EARLY_HARD_STOP,long,42581.0,42536.0,-90.0,4,40,-9.9996337890625,6.288715761007085,28.740085320721846,302.97658997888357,4,2,23.5,23.466666666666665,53.0,0.0,-45.0,0.0,10
2024-10-09,TRUE_TREND,11:12:00,11:23:00,TREND_LONG,PARTIAL_TP,long,42609.0,42663.0,54.0,11,102,2.760166275098128,2.3332811760179926,84.33281176017772,322.9393739782099,5,0,17.928571428571427,17.666666666666668,35.0,54.0,-9.0,0.0,11
2024-10-09,TRUE_TREND,11:35:00,11:48:00,TREND_LONG,PARTIAL_TP,long,42676.0,42741.0,65.0,13,125,-0.1110998905066288,3.499611549713045,16.50893435659964,387.9255680992792,3,3,14.0,14.266666666666667,26.0,65.0,-10.0,0.0,11
2024-10-09,FALSE_TREND,13:23:00,13:50:00,TREND_LONG,EXIT_FLAT,long,42796.0,42734.0,-124.0,27,233,-0.011325432422748484,-0.4806254093085565,117.94610035557707,510.8607403407441,10,0,13.5,13.066666666666666,34.0,0.0,-62.0,0.0,13
2024-10-09,TRUE_TREND,15:25:00,16:00:00,TREND_LONG,SESSION_EXIT,long,42807.0,42812.0,10.0,35,355,-2.6979843799571773e-05,-0.002564010597091545,137.23893769728602,522.7875089074878,7,0,12.714285714285714,12.4,35.0,47.0,-22.0,0.0,15
2024-10-10,TRUE_TREND,10:49:00,11:02:00,TREND_SHORT,CHOP_TP,short,42652.0,42632.0,40.0,13,79,-0.2925854468415287,-1.9169745307476103,49.88574969951878,149.98090872006287,0,7,20.785714285714285,20.333333333333332,-33.0,31.0,-21.0,0.0,10
2024-10-10,FALSE_TREND,13:52:00,13:57:00,TREND_SHORT,EARLY_HARD_STOP,short,42638.0,42692.0,-108.0,5,262,-0.3856271693582585,-1.0862646488981644,98.66919221000717,196.93668456309388,1,5,17.428571428571427,16.6,-41.0,5.0,-54.0,0.0,13
2024-10-11,TRUE_TREND,10:06:00,10:15:00,TREND_LONG,PARTIAL_TP,long,42957.0,43011.0,54.0,9,36,1.733693119517544,0.9999973942297824,40.00004429808905,206.98434557730798,4,0,25.357142857142858,24.8,68.0,54.0,0.0,0.0,10
2024-10-11,TRUE_TREND,10:53:00,11:39:00,TREND_LONG,PARTIAL_TP,long,43061.0,43111.0,50.0,46,83,9.062118437127404e-05,3.058798651235689,22.003624937773566,299.9516949007084,3,1,18.0,18.066666666666666,32.0,50.0,-39.0,0.0,10
2024-10-11,FALSE_TREND,14:15:00,14:38:00,TREND_LONG,EXIT_FLAT,long,43130.0,43052.0,-156.0,23,285,-1.4999999999999998,3.0741716351425445,19.10994037828641,370.8729754601882,6,0,10.214285714285714,10.133333333333333,26.0,2.0,-78.0,0.0,14
2024-10-11,FALSE_TREND,15:32:00,16:00:00,TREND_LONG,SESSION_EXIT,long,43168.0,43146.0,-44.0,28,362,-2.2499023437500005,1.0153138873934595,63.188363968147314,406.83853577526315,6,0,10.5,10.133333333333333,7.0,9.0,-31.0,0.0,15
2024-10-14,TRUE_TREND,10:16:00,10:33:00,TREND_LONG,PARTIAL_TP,long,43132.0,43189.0,57.0,17,46,-0.07681891025641037,1.9260872731736631,52.665214541440946,149.9796341510737,7,1,20.071428571428573,20.133333333333333,25.0,57.0,-9.0,0.0,10
2024-10-14,TRUE_TREND,11:08:00,11:23:00,TREND_LONG,CHOP_TP,long,43211.0,43228.0,34.0,15,98,-0.1997612847222222,9.99951171875,4.00146484375,227.955565406417,2,3,16.285714285714285,16.466666666666665,10.0,49.0,0.0,0.0,11
2024-10-14,TRUE_TREND,11:38:00,12:00:00,TREND_LONG,PARTIAL_TP,long,43269.0,43321.0,52.0,22,128,-0.23522869434232024,2.105038131197081,22.533741670493328,283.94167958621983,3,1,13.428571428571429,13.866666666666667,26.0,52.0,-1.0,0.0,11
2024-10-14,FALSE_TREND,12:36:00,13:35:00,TREND_LONG,EXIT_FLAT,long,43348.0,43288.0,-120.0,59,186,-0.0001220703125000317,1.6754855556156931,17.531302720220992,363.9148337085644,3,0,10.785714285714286,10.866666666666667,8.0,0.0,-60.0,0.0,12
2024-10-15,FALSE_TREND,09:57:00,10:12:00,TREND_SHORT,EXIT_FLAT,short,43042.0,43102.0,-120.0,15,27,-6.759188411776302,0.7270209039007867,49.501912882042234,248.9906073563834,2,4,32.642857142857146,32.06666666666667,-59.0,6.0,-60.0,0.0,9
2024-10-15,FALSE_TREND,15:36:00,15:40:00,TREND_SHORT,EARLY_HARD_STOP,short,42974.0,43015.0,-82.0,4,366,-0.7970838903051827,0.2962865369073276,142.93073196445766,311.8726772838054,0,8,16.857142857142858,17.0,-45.0,0.0,-41.0,0.0,15
2024-10-16,TRUE_TREND,10:04:00,10:35:00,TREND_LONG,PARTIAL_TP,long,43176.0,43234.0,58.0,31,34,-0.21424851190476185,5.544820911319073,22.476089015151956,229.98469343611941,4,1,24.071428571428573,23.866666666666667,52.0,58.0,-45.0,0.0,10
2024-10-16,TRUE_TREND,12:38:00,14:21:00,TREND_LONG,PARTIAL_TP,long,43276.0,43335.0,59.0,103,188,-0.11756885996738276,1.410120461606495,20.3648201509277,332.9153637233612,3,4,9.928571428571429,9.666666666666666,31.0,59.0,-50.0,0.0,12
2024-10-17,FALSE_TREND,10:08:00,10:12:00,TREND_SHORT,EARLY_HARD_STOP,short,43434.0,43480.0,-92.0,4,38,-1.8498511904761905,-1.7336726679353633,41.20119047618937,141.9919277051158,2,6,29.785714285714285,28.666666666666668,-6.0,0.0,-46.0,0.0,10
2024-10-17,FALSE_TREND,11:03:00,11:07:00,TREND_SHORT,EARLY_HARD_STOP,short,43388.0,43429.0,-82.0,4,93,0.5106994763147796,0.45439056792816557,94.17119162103336,169.9802441213469,2,5,17.928571428571427,17.066666666666666,-39.0,11.0,-41.0,0.0,11
2024-10-17,TRUE_TREND,13:03:00,13:52:00,TREND_LONG,CHOP_TP,long,43521.0,43534.0,26.0,49,213,0.26969577080234003,0.7948557827581252,32.75557561559981,174.97450859306264,5,1,12.928571428571429,12.666666666666666,4.0,25.0,-16.0,0.0,13
2024-10-18,FALSE_TREND,09:54:00,10:10:00,TREND_SHORT,EXIT_FLAT,short,43301.0,43367.0,-132.0,16,24,-6.05232247615206,-7.600033714657737,2.2557394276518608,214.9921654521895,0,6,29.714285714285715,29.466666666666665,-55.0,7.0,-66.0,0.0,9
2024-10-18,TRUE_TREND,12:40:00,12:49:00,TREND_LONG,CHOP_TP,long,43514.0,43528.0,28.0,9,190,0.0002012148008241124,1.217329219991277,39.87788452117093,233.94646408747212,4,1,10.642857142857142,10.466666666666667,25.0,23.0,0.0,0.0,12
2024-10-18,FALSE_TREND,14:26:00,15:03:00,TREND_LONG,EXIT_FLAT,long,43575.0,43513.0,-124.0,37,296,-0.04536346445937607,4.825770449431047,7.355738764221314,294.9118616381238,7,0,9.214285714285714,9.333333333333334,14.0,0.0,-62.0,0.0,14
2024-10-21,TRUE_TREND,09:59:00,10:30:00,TREND_SHORT,PARTIAL_TP,short,43415.0,43358.0,57.0,31,29,-3.3996222825568525,-0.00011393229166651583,38.21019837096537,141.9873712354747,3,5,19.642857142857142,20.066666666666666,-35.0,57.0,-28.0,0.0,9
2024-10-21,TRUE_TREND,11:16:00,11:33:00,TREND_SHORT,PARTIAL_TP,short,43165.0,43115.0,50.0,17,106,-2.727381983416879,0.2853742327008928,124.17613686232653,386.9513558002727,2,3,21.928571428571427,23.266666666666666,-29.0,50.0,-20.0,0.0,11
2024-10-22,FALSE_TREND,10:06:00,10:32:00,TREND_LONG,EXIT_FLAT,long,42994.0,42951.0,-86.0,26,36,-2.3331043107707514,0.22217129794034096,35.33722671689611,135.98858148520958,6,1,25.357142857142858,26.133333333333333,10.0,25.0,-43.0,0.0,10
2024-10-22,TRUE_TREND,10:33:00,10:42:00,TREND_LONG,PARTIAL_TP,long,42947.0,43008.0,61.0,9,63,-13.0,-0.7778050117341896,22.0,143.97863627140032,2,4,16.571428571428573,15.933333333333334,-36.0,61.0,0.0,0.0,10
2024-10-22,FALSE_TREND,13:59:00,14:56:00,TREND_LONG,EXIT_FLAT,long,43249.0,43186.0,-126.0,57,269,-1.3334960937499998,2.2306957202953295,19.873548570569255,304.9241220976619,4,1,10.428571428571429,10.533333333333333,16.0,29.0,-63.0,0.0,13
2024-10-23,TRUE_TREND,09:57:00,10:03:00,TREND_LONG,PARTIAL_TP,long,42942.0,42998.0,56.0,6,27,-0.03843928062678064,4.454048710078983,27.643318058893783,94.99275592324557,6,1,22.428571428571427,22.666666666666668,34.0,56.0,-3.0,0.0,9
2024-10-23,TRUE_TREND,14:00:00,14:04:00,TREND_SHORT,PARTIAL_TP,short,42631.0,42578.0,53.0,4,270,-0.8500612584556021,2.498001805406602e-16,42.799264898530964,373.87788664133404,1,6,11.642857142857142,11.933333333333334,-22.0,53.0,0.0,0.0,14
2024-10-24,TRUE_TREND,11:05:00,11:42:00,TREND_SHORT,PARTIAL_TP,short,42576.0,42522.0,54.0,37,95,-0.2153240552076184,-0.2223590959821429,92.7595388104819,128.9704139422538,5,4,15.928571428571429,15.8,-37.0,54.0,-48.0,0.0,11
2024-10-25,FALSE_TREND,10:08:00,10:43:00,TREND_LONG,EXIT_FLAT,long,42805.0,42745.0,-120.0,35,38,1.0477955935029646,0.2957729350656702,73.74649771428085,117.9828752054309,5,0,22.642857142857142,23.266666666666666,46.0,0.0,-60.0,0.0,10
2024-10-25,TRUE_TREND,10:49:00,11:12:00,TREND_SHORT,PARTIAL_TP,short,42712.0,42657.0,55.0,23,79,-1.6873834491894348,-1.6553639877470874,7.224088705399481,126.9763795220133,2,5,16.785714285714285,16.533333333333335,-12.0,55.0,-22.0,0.0,10
2024-10-25,TRUE_TREND,13:11:00,13:17:00,TREND_SHORT,PARTIAL_TP,short,42465.0,42405.0,60.0,6,221,-1.8647301514727186,0.07927595108754738,28.164317576440226,349.8925267212253,2,4,13.571428571428571,12.866666666666667,-18.0,60.0,0.0,0.0,13
2024-10-29,TRUE_TREND,09:50:00,10:02:00,TREND_LONG,PARTIAL_TP,long,42477.0,42529.0,52.0,12,20,-0.39969649969362736,9.499731445312497,24.5013427734375,115.99309408423142,7,0,27.285714285714285,27.0,31.0,52.0,-20.0,0.0,9
2024-10-30,TRUE_TREND,10:01:00,10:14:00,TREND_LONG,PARTIAL_TP,long,42567.0,42618.0,51.0,13,31,-0.9999999999999998,13.29900764016544,7.588091681980586,236.98807281128393,8,0,24.071428571428573,24.4,25.0,51.0,-13.0,0.0,10
2024-10-31,TRUE_TREND,10:40:00,10:57:00,TREND_SHORT,PARTIAL_TP,short,41992.0,41930.0,62.0,17,70,-3.7143351236979165,0.29974493280157344,25.585409809100383,180.98095355627447,2,2,23.357142857142858,23.466666666666665,-32.0,62.0,-10.0,0.0,10
2024-11-01,TRUE_TREND,10:12:00,10:22:00,TREND_LONG,PARTIAL_TP,long,42338.0,42397.0,59.0,10,42,-12.00048828125,1.4706873384633457,121.76430223508214,248.98218129418092,7,1,29.285714285714285,28.666666666666668,43.0,59.0,-5.0,0.0,10
2024-11-04,TRUE_TREND,11:27:00,11:32:00,TREND_SHORT,PARTIAL_TP,short,42013.0,41952.0,61.0,5,117,-0.6042582762574507,-0.9600791195851845,21.059476883499883,175.95158963404538,0,6,18.642857142857142,18.2,-33.0,61.0,-1.0,0.0,11
2024-11-05,TRUE_TREND,09:53:00,09:59:00,TREND_LONG,PARTIAL_TP,long,42109.0,42164.0,55.0,6,23,-3.6663330078125,3.3932094640899124,71.06790535910113,192.98693372173148,6,0,27.857142857142858,27.866666666666667,43.0,55.0,0.0,0.0,9
2024-11-05,TRUE_TREND,10:22:00,10:24:00,TREND_LONG,PARTIAL_TP,long,42225.0,42276.0,51.0,2,52,-0.09082650137947984,5.470097898349936,22.666181964348652,310.97045878287463,6,0,22.214285714285715,21.6,28.0,51.0,0.0,0.0,10
2024-11-05,TRUE_TREND,12:31:00,12:53:00,TREND_LONG,PARTIAL_TP,long,42347.0,42403.0,56.0,22,181,-0.7998915452223558,0.6590311342304677,76.68719791925832,429.89717381841183,3,0,15.571428571428571,15.4,17.0,56.0,-12.0,0.0,12
2024-11-06,FALSE_TREND,09:55:00,10:01:00,TREND_SHORT,EXIT_FLAT,short,43560.0,43624.0,-128.0,6,25,-14.836484804258244,-12.000692471590908,67.6918784340669,195.99402081711742,1,7,39.714285714285715,40.666666666666664,-47.0,23.0,-64.0,0.0,9
2024-11-06,FALSE_TREND,10:23:00,10:44:00,TREND_LONG,EXIT_FLAT,long,43747.0,43682.0,-130.0,21,53,-1.66646728515625,3.333740234375,50.66748046875,214.98850155358377,4,1,31.214285714285715,31.333333333333332,38.0,36.0,-65.0,0.0,10
2024-11-06,TRUE_TREND,13:10:00,13:24:00,TREND_LONG,CHOP_TP,long,43805.0,43832.0,54.0,14,220,0.0001300630115327328,2.099727590460526,15.10517578125291,272.91169201480807,3,1,12.5,12.266666666666667,16.0,38.0,0.0,0.0,13
2024-11-06,TRUE_TREND,13:30:00,15:15:00,TREND_LONG,PARTIAL_TP,long,43866.0,43923.0,57.0,105,240,-0.12482392282196975,2.0647252353409837,21.482198117271764,337.90249331935775,3,2,14.785714285714286,15.066666666666666,39.0,57.0,-51.0,0.0,13
2024-11-06,FALSE_TREND,15:48:00,15:51:00,TREND_LONG,EARLY_HARD_STOP,long,43949.0,43891.0,-116.0,3,378,-0.7242192388243882,1.1254302515212458,72.97826384071232,419.8390219044013,7,0,18.571428571428573,17.6,45.0,0.0,-58.0,0.0,15
2024-11-07,FALSE_TREND,09:52:00,10:04:00,TREND_LONG,EXIT_FLAT,long,43962.0,43900.0,-124.0,12,22,-0.1426500162117093,3.630067618638738,90.9594590508932,156.99608859098953,7,1,28.928571428571427,29.666666666666668,53.0,0.0,-62.0,0.0,9
2024-11-07,FALSE_TREND,15:15:00,15:51:00,TREND_LONG,EXIT_FLAT,long,43966.0,43906.0,-120.0,36,345,2.578773941532258,-0.1764140220606635,109.14005360502051,162.92590041187214,6,2,19.571428571428573,20.533333333333335,38.0,17.0,-60.0,0.0,15
2024-11-08,FALSE_TREND,10:01:00,10:06:00,TREND_LONG,EARLY_HARD_STOP,long,44040.0,43990.0,-100.0,5,31,-0.13332913306451658,6.058157577816206,28.720533288040315,177.99007432836515,5,2,20.285714285714285,21.466666666666665,45.0,0.0,-50.0,0.0,10
2024-11-08,TRUE_TREND,10:20:00,10:43:00,TREND_LONG,CHOP_TP,long,44073.0,44131.0,116.0,23,50,0.00016276041666649934,3.928395926904099,16.935766996932216,195.98150218147202,8,1,19.857142857142858,20.733333333333334,23.0,58.0,0.0,0.0,10
2024-11-08,FALSE_TREND,11:08:00,11:41:00,TREND_LONG,EXIT_FLAT,long,44179.0,44107.0,-144.0,33,98,-0.05240896124588817,1.6498113553520624,39.455093405493244,306.9598460881243,5,1,16.5,15.666666666666666,39.0,1.0,-72.0,0.0,11
2024-11-08,TRUE_TREND,14:05:00,14:32:00,TREND_LONG,CHOP_TP,long,44206.0,44219.0,26.0,27,275,-1.9998779296874996,0.9999845472506842,63.00064901547012,331.87998948971654,6,1,13.642857142857142,13.2,25.0,28.0,-3.0,0.0,14
2024-11-08,FALSE_TREND,14:38:00,15:01:00,TREND_LONG,EXIT_FLAT,long,44248.0,44187.0,-122.0,23,308,-0.148028076706392,1.281200401290129,44.19117030453344,370.8651010200774,4,2,9.571428571428571,9.333333333333334,29.0,47.0,-61.0,0.0,14
2024-11-11,FALSE_TREND,09:58:00,10:09:00,TREND_LONG,EXIT_FLAT,long,44607.0,44538.0,-138.0,11,28,-0.832852027529762,8.999772061920583,23.006382266226865,288.9905323369676,6,0,28.571428571428573,28.2,35.0,17.0,-69.0,0.0,9
2024-11-12,TRUE_TREND,09:51:00,10:02:00,TREND_SHORT,PARTIAL_TP,short,44458.0,44406.0,52.0,11,21,-0.27306657757675434,2.99993896484375,83.81546737939061,100.98968750362837,2,5,23.428571428571427,22.866666666666667,-55.0,52.0,0.0,0.0,9
2024-11-12,TRUE_TREND,10:26:00,11:09:00,TREND_SHORT,PARTIAL_TP,short,44326.0,44274.0,52.0,43,56,-3.999754284528201,0.2498996310763889,37.01056576528936,229.97069074232422,3,2,18.285714285714285,18.2,-41.0,52.0,-31.0,0.0,10
2024-11-12,FALSE_TREND,15:56:00,16:00:00,TREND_SHORT,SESSION_EXIT,short,44043.0,44065.0,-44.0,4,386,-1.3383546514013172,-12.0,100.11934299725544,516.7915782784767,3,5,17.0,17.4,-46.0,0.0,-32.0,0.0,15
