Price,Close,High,Low,Open,Volume,Date
2026-01-06 09:30:00+00:00,49143.0,49145.0,49141.0,49141.0,19,2026-01-06
2026-01-06 09:31:00+00:00,49137.0,49142.0,49136.0,49142.0,16,2026-01-06
2026-01-06 09:32:00+00:00,49135.0,49136.0,49134.0,49135.0,10,2026-01-06
2026-01-06 09:33:00+00:00,49131.0,49137.0,49131.0,49136.0,17,2026-01-06
2026-01-06 09:34:00+00:00,49128.0,49129.0,49125.0,49129.0,24,2026-01-06
2026-01-06 09:35:00+00:00,49134.0,49134.0,49127.0,49131.0,8,2026-01-06
2026-01-06 09:36:00+00:00,49134.0,49134.0,49132.0,49132.0,5,2026-01-06
2026-01-06 09:37:00+00:00,49134.0,49140.0,49134.0,49137.0,17,2026-01-06
2026-01-06 09:38:00+00:00,49138.0,49138.0,49133.0,49133.0,20,2026-01-06
2026-01-06 09:39:00+00:00,49136.0,49139.0,49136.0,49139.0,9,2026-01-06
2026-01-06 09:40:00+00:00,49140.0,49144.0,49137.0,49137.0,23,2026-01-06
2026-01-06 09:41:00+00:00,49142.0,49144.0,49141.0,49141.0,4,2026-01-06
2026-01-06 09:42:00+00:00,49145.0,49146.0,49142.0,49142.0,13,2026-01-06
2026-01-06 09:43:00+00:00,49141.0,49145.0,49141.0,49145.0,13,2026-01-06
2026-01-06 09:44:00+00:00,49145.0,49145.0,49141.0,49141.0,10,2026-01-06
2026-01-06 09:45:00+00:00,49140.0,49144.0,49140.0,49144.0,9,2026-01-06
2026-01-06 09:46:00+00:00,49136.0,49140.0,49134.0,49138.0,11,2026-01-06
2026-01-06 09:47:00+00:00,49136.0,49136.0,49135.0,49135.0,3,2026-01-06
2026-01-06 09:48:00+00:00,49134.0,49134.0,49128.0,49132.0,23,2026-01-06
2026-01-06 09:49:00+00:00,49134.0,49134.0,49132.0,49133.0,8,2026-01-06
2026-01-06 09:50:00+00:00,49116.0,49131.0,49114.0,49131.0,113,2026-01-06
2026-01-06 09:51:00+00:00,49114.0,49116.0,49110.0,49116.0,54,2026-01-06
2026-01-06 09:52:00+00:00,49116.0,49117.0,49111.0,49115.0,31,2026-01-06
2026-01-06 09:53:00+00:00,49112.0,49115.0,49107.0,49115.0,45,2026-01-06
2026-01-06 09:54:00+00:00,49115.0,49144.0,49110.0,49110.0,385,2026-01-06
2026-01-06 09:55:00+00:00,49116.0,49120.0,49113.0,49113.0,28,2026-01-06
2026-01-06 09:56:00+00:00,49115.0,49120.0,49115.0,49118.0,15,2026-01-06
2026-01-06 09:57:00+00:00,49110.0,49113.0,49108.0,49113.0,16,2026-01-06
2026-01-06 09:58:00+00:00,49109.0,49116.0,49108.0,49112.0,12,2026-01-06
2026-01-06 09:59:00+00:00,49102.0,49109.0,49102.0,49106.0,39,2026-01-06
2026-01-06 10:00:00+00:00,49104.0,49106.0,49100.0,49106.0,32,2026-01-06
