Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-01-27 09:30:00-05:00,49216.0,49269.0,49187.0,49260.0,2999,0.0,0.0
2026-01-27 09:31:00-05:00,49261.0,49270.0,49109.0,49111.0,2249,0.0,0.0
2026-01-27 09:32:00-05:00,49112.0,49177.0,49089.0,49156.0,1461,0.0,0.0
2026-01-27 09:33:00-05:00,49157.0,49193.0,49152.0,49173.0,1087,0.0,0.0
2026-01-27 09:34:00-05:00,49174.0,49219.0,49168.0,49216.0,646,0.0,0.0
2026-01-27 09:35:00-05:00,49216.0,49235.0,49187.0,49230.0,841,0.0,0.0
2026-01-27 09:36:00-05:00,49227.0,49237.0,49179.0,49192.0,769,0.0,0.0
2026-01-27 09:37:00-05:00,49193.0,49216.0,49192.0,49207.0,398,0.0,0.0
2026-01-27 09:38:00-05:00,49206.0,49206.0,49147.0,49155.0,566,0.0,0.0
2026-01-27 09:39:00-05:00,49154.0,49163.0,49118.0,49118.0,512,0.0,0.0
2026-01-27 09:40:00-05:00,49118.0,49176.0,49116.0,49173.0,566,0.0,0.0
2026-01-27 09:41:00-05:00,49171.0,49183.0,49155.0,49166.0,321,0.0,0.0
2026-01-27 09:42:00-05:00,49164.0,49202.0,49164.0,49200.0,405,0.0,0.0
2026-01-27 09:43:00-05:00,49200.0,49248.0,49200.0,49240.0,504,0.0,0.0
2026-01-27 09:44:00-05:00,49238.0,49239.0,49200.0,49200.0,398,0.0,0.0
2026-01-27 09:45:00-05:00,49201.0,49224.0,49194.0,49199.0,371,0.0,0.0
2026-01-27 09:46:00-05:00,49197.0,49205.0,49175.0,49176.0,351,0.0,0.0
2026-01-27 09:47:00-05:00,49177.0,49185.0,49157.0,49161.0,254,0.0,0.0
2026-01-27 09:48:00-05:00,49160.0,49181.0,49155.0,49169.0,272,0.0,0.0
2026-01-27 09:49:00-05:00,49166.0,49181.0,49158.0,49180.0,251,0.0,0.0
2026-01-27 09:50:00-05:00,49179.0,49205.0,49179.0,49196.0,421,0.0,0.0
2026-01-27 09:51:00-05:00,49197.0,49218.0,49189.0,49204.0,290,0.0,0.0
2026-01-27 09:52:00-05:00,49204.0,49223.0,49202.0,49220.0,245,0.0,0.0
2026-01-27 09:53:00-05:00,49222.0,49251.0,49218.0,49232.0,382,0.0,0.0
2026-01-27 09:54:00-05:00,49233.0,49233.0,49200.0,49202.0,314,0.0,0.0
2026-01-27 09:55:00-05:00,49202.0,49214.0,49194.0,49194.0,303,0.0,0.0
2026-01-27 09:56:00-05:00,49195.0,49202.0,49182.0,49185.0,236,0.0,0.0
2026-01-27 09:57:00-05:00,49185.0,49192.0,49179.0,49185.0,184,0.0,0.0
2026-01-27 09:58:00-05:00,49186.0,49189.0,49157.0,49163.0,218,0.0,0.0
2026-01-27 09:59:00-05:00,49162.0,49174.0,49156.0,49156.0,155,0.0,0.0
2026-01-27 10:00:00-05:00,49161.0,49173.0,49140.0,49168.0,388,0.0,0.0
